,0001001010,0001001101,0001110110,0110010000,0110100110,0110101010,1010010001,1010011101,1010101101,1011001101,1011100001,1011100110,1101001101,1101110110
0001001010,199,5,0,9,6,9,7,0,0,10,0,0,5,0
0001001101,135,89,0,0,0,0,0,8,0,12,0,0,6,0
0001110110,149,37,52,0,5,0,0,0,0,0,0,0,0,7
0110010000,64,0,0,88,69,0,24,0,0,0,0,0,5,0
0110100110,28,0,20,10,178,3,0,0,0,0,4,0,7,0
0110101010,43,0,0,17,143,22,0,0,0,0,17,0,8,0
1010010001,26,0,0,42,0,0,158,14,0,0,4,0,6,0
1010011101,9,32,0,11,4,0,108,70,5,5,0,0,6,0
1010101101,6,45,0,0,34,0,40,31,14,10,65,0,5,0
1011001101,22,44,0,0,0,0,67,30,10,35,33,0,9,0
1011100001,70,0,0,0,12,0,71,5,3,5,82,0,2,0
1011100110,48,0,39,0,56,0,21,0,0,5,76,0,0,5
1101001101,30,57,0,0,0,0,7,14,4,21,0,0,117,0
1101110110,45,7,60,0,19,0,0,0,0,0,0,0,119,0
