,0000000111,0000001101,0000010100,0000011110,0000111011,0001010011,0001101010,0001110000,0001110101,0001111100,0010001000,0010010011,0010011010,0010110101,0011000000,0011001010,0011010101,0011011000,0011101001,0100000011,0100011010,0100100000,0100100101,0100110110,0100111001,0101000101,0101010110,0101011101,0101110001,0101111000,0110000100,0110001011,0110011111,0110110000,0111100111,0111111100,1000000010,1000000100,1000001000,1000101010,1000111110,1001001110,1001100000,1001100111,1001101101,1001111001,1010011011,1010100011,1010110010,1011101100,1011111011,1011111110,1100010001,1100101011,1100101110,1100111000,1101000111,1101010000,1101011010,1101011100,1101110100,1101111101,1110000011,1110010000,1110100001,1110110100,1111001101,1111010010,1111011011,1111100100,1111110110,1111111010
0000000111,183,33,26,0,0,0,10,0,0,0,0,0,0,0,19,0,0,0,0,14,4,0,21,13,0,109,0,0,0,0,0,24,0,0,0,0,37,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000001101,61,229,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,23,0,0,103,0,0,0,0,0,11,9,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
0000010100,14,81,175,31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,22,0,85,0,0,0,0,0,0,0,0,0,0,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
0000011110,40,53,26,85,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,108,0,0,38,0,26,0,0,0,0,0,0,8,0,0,0,58,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
0000111011,46,21,13,12,124,0,0,0,0,0,0,10,8,0,0,0,0,0,14,11,69,0,0,0,4,73,0,0,0,0,0,10,14,0,0,0,15,0,0,0,0,0,0,0,0,9,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001010011,69,12,28,0,29,44,15,0,0,0,0,43,0,0,0,0,0,0,0,11,10,0,0,0,0,122,0,0,0,0,0,16,0,0,0,0,80,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
0001101010,12,15,0,8,29,0,142,0,0,0,30,0,0,0,0,13,0,0,23,0,163,0,0,8,0,28,0,0,0,0,0,0,0,0,0,0,13,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001110000,0,8,35,10,72,0,35,29,16,11,17,0,0,0,10,0,0,0,0,0,38,0,0,0,0,64,0,0,13,9,0,0,0,5,0,10,52,24,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
0001110101,61,38,81,11,50,0,0,16,41,9,0,8,0,7,0,0,12,0,0,0,0,0,17,0,0,69,0,12,16,0,0,0,0,0,0,15,0,6,0,0,0,0,0,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001111100,15,58,33,81,13,0,6,11,24,24,22,0,0,0,0,0,0,6,0,0,43,0,0,27,0,0,0,10,0,15,0,0,0,0,0,26,0,22,12,0,15,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
