,0000000001,0000000010,0000001000,0000010011,0000111101,0001011101,0001100111,0010000011,0010000101,0010001110,0010100111,0010111110,0011110101,0100000101,0100001011,0100010100,0100011101,0100101111,0101010001,0101111010,0110110100,0110111101,0111000111,0111011110,0111100011,0111100101,0111101111,1000001101,1000100101,1000110011,1000111110,1001001110,1001011100,1001110010,1001110100,1010010100,1010011111,1010101110,1010110101,1010111001,1011000000,1011010111,1011100110,1011110000,1100101001,1100110001,1100111010,1100111100,1101100111,1101101000,1110000000,1110001101,1110010001,1110011000,1110101100,1110110111,1111000100,1111001010,1111010000,1111010101,1111011011,1111100000,1111101011,1111111010
0010001110,43,88,19,0,12,42,0,12,19,11,0,10,0,9,0,0,39,94,0,0,0,0,0,11,0,0,0,11,0,12,8,9,0,0,0,13,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
0010100111,20,36,0,25,36,11,26,9,23,0,0,0,25,27,0,0,0,138,0,0,0,0,0,0,0,0,0,12,6,86,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
0010111110,0,33,0,12,19,0,0,0,0,14,0,44,19,0,0,8,7,199,0,0,0,0,0,24,0,0,0,0,0,28,74,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011110101,60,0,0,11,65,76,9,0,15,0,0,0,72,0,0,0,3,68,0,0,14,5,0,0,0,7,0,0,21,34,0,0,0,0,0,0,11,0,20,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100000101,131,7,0,11,17,56,15,0,19,0,0,0,0,146,11,8,44,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
0100001011,75,46,32,25,16,8,0,26,0,0,0,0,0,15,130,0,44,9,0,0,0,0,0,0,0,0,0,15,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
0100010100,90,32,0,11,15,18,0,0,0,0,0,0,0,71,0,101,80,10,0,0,16,0,0,0,0,0,0,0,0,30,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
0100011101,35,0,0,22,120,49,0,0,0,0,0,0,0,51,28,60,80,9,0,0,0,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
0100101111,17,0,0,0,47,8,12,0,0,0,8,0,0,55,62,0,20,170,0,0,0,0,0,0,0,0,9,0,0,41,26,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
0101010001,79,31,10,65,45,90,0,0,0,0,0,0,0,38,14,14,15,0,32,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,23,0,0,0,0,0
0101111010,0,108,14,30,12,0,0,0,0,0,0,28,0,19,16,9,24,38,0,13,0,0,0,18,0,0,0,0,0,68,32,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0110110100,54,0,0,0,13,0,0,0,0,0,0,19,100,42,0,99,27,56,0,0,9,12,0,0,0,0,0,0,0,38,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0110111101,0,0,0,0,112,15,0,0,0,0,0,10,28,30,12,42,38,69,0,0,20,46,0,0,0,0,14,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,16,0,0,13,0,0,0,15,0,0,0,10,0,0,0,0,0,0,0,0
0111000111,43,44,0,29,0,102,35,13,12,0,15,0,19,5,9,17,35,10,0,0,0,0,0,0,17,9,15,0,0,0,0,0,0,0,0,0,12,0,0,0,0,21,7,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
0111011110,10,25,12,12,15,40,0,0,0,14,0,15,34,0,0,64,64,31,0,12,0,0,0,16,0,0,7,0,0,13,58,0,7,0,0,0,23,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,0
0111100011,52,45,0,19,9,10,26,12,0,0,13,0,25,27,34,0,19,24,0,13,0,0,6,0,0,15,15,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,15,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0111100101,48,0,0,0,61,67,19,0,12,0,9,0,46,71,0,0,8,30,0,0,15,15,8,0,16,0,9,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,13,0,0,15,0,0,0,0,12,0,0,0,0,0,0,0
0111101111,0,0,0,0,51,27,21,0,0,0,8,0,9,0,48,0,8,128,0,6,0,16,12,9,9,12,11,8,0,20,30,0,0,0,0,0,11,0,0,0,0,0,9,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,13,0
1000001101,77,0,37,8,22,30,0,0,37,0,0,0,0,22,10,0,58,10,0,0,0,0,0,0,0,0,0,106,15,5,0,0,0,0,0,0,40,0,0,0,0,0,0,0,16,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
1000100101,66,0,0,0,43,0,9,0,10,0,11,0,0,41,0,0,52,19,0,0,0,0,0,0,0,0,0,44,43,60,0,0,0,0,9,13,28,0,14,0,0,0,0,0,28,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000110011,26,28,8,61,10,0,0,0,0,0,0,0,0,0,0,0,20,66,0,0,0,0,0,0,0,0,0,0,10,222,9,0,0,16,0,0,13,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000111110,0,29,19,13,11,0,0,0,0,0,0,21,0,0,0,0,73,151,0,0,0,0,0,0,0,0,0,17,0,14,84,0,6,23,9,0,0,9,0,0,0,0,0,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001001110,16,65,83,0,0,46,0,0,0,14,0,0,0,0,24,0,73,38,0,0,0,0,0,0,0,0,0,22,0,13,60,0,10,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
1001011100,29,0,45,0,40,47,0,0,0,0,0,0,0,0,0,10,66,42,13,0,0,0,0,0,0,0,0,23,0,49,40,8,65,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001110010,21,100,44,25,0,0,0,0,0,0,0,0,0,14,0,14,0,55,0,7,0,0,0,0,0,0,0,0,0,113,8,0,12,35,11,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,18,0,0,12,0,0,0,0,0
1001110100,64,0,0,0,0,0,0,0,0,0,0,0,49,0,0,19,38,75,0,0,0,0,0,0,0,0,0,0,31,78,29,0,54,18,0,0,13,0,0,0,0,0,0,13,0,0,0,12,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
1010010100,34,33,6,0,13,0,0,0,18,0,0,0,20,0,0,43,14,54,0,0,13,0,0,0,0,0,0,20,0,53,0,0,9,0,7,58,58,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
1010011111,11,0,13,47,61,22,0,0,4,10,0,11,0,0,0,0,65,56,0,0,0,0,0,0,0,0,0,28,0,66,47,0,0,0,0,0,40,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
1010101110,0,13,32,0,0,0,0,0,14,24,13,19,0,0,0,0,50,134,0,0,0,0,0,0,0,0,0,20,0,37,80,11,0,0,0,19,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,0,0,0,0,0,0
1010110101,8,0,0,0,49,0,0,0,15,0,11,0,45,7,0,0,14,47,0,0,25,13,0,0,0,0,0,16,37,82,15,0,0,0,12,24,56,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
1010111001,0,0,19,11,94,0,0,0,0,0,0,11,0,0,0,0,39,0,12,0,0,29,0,0,0,0,0,13,12,163,39,0,13,0,0,0,11,0,13,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011000000,94,48,37,0,0,48,0,10,7,0,0,0,11,0,0,0,13,0,0,0,0,0,0,0,0,0,0,19,25,42,0,0,17,0,0,18,0,0,0,0,8,0,0,14,0,0,0,0,0,0,20,0,0,0,0,0,16,27,16,0,0,10,0,0
1011010111,0,14,0,48,0,65,0,10,0,0,0,0,9,0,0,8,37,68,0,0,0,0,14,0,0,0,0,10,0,39,39,0,0,7,0,16,78,0,0,0,0,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
1011100110,13,76,13,0,0,8,17,0,0,0,10,0,40,0,0,0,22,52,0,0,0,0,0,0,0,0,0,0,37,25,43,8,0,26,0,44,0,9,0,0,0,0,13,0,13,0,0,0,10,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0
1011110000,32,28,0,0,0,30,0,0,0,0,0,8,69,0,0,6,15,0,0,0,0,0,0,0,0,0,0,0,23,140,10,0,35,23,16,0,0,0,0,0,10,0,0,0,0,0,0,0,0,14,0,0,0,0,0,6,0,0,20,0,0,15,0,0
1100101001,16,0,28,0,81,0,0,0,0,0,0,0,0,24,82,0,79,14,0,0,0,22,0,0,0,0,0,42,11,27,8,0,0,0,0,0,0,0,0,0,0,0,0,0,45,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100110001,30,9,0,0,13,0,0,0,0,0,0,0,0,51,0,30,47,10,20,0,6,9,0,0,0,0,0,11,24,154,13,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,12,0,0,0,0,8,0,0,0,0,0,25,0,0,0,0,0
1100111010,0,55,32,0,19,0,0,0,0,0,0,25,0,16,23,10,36,25,0,10,0,0,0,0,0,0,0,0,0,118,42,0,0,13,0,0,0,0,0,0,0,0,0,0,18,0,0,16,0,23,0,0,0,0,0,12,0,0,0,0,0,0,0,7
1100111100,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,55,108,70,0,0,12,12,0,0,0,0,0,19,0,19,60,0,28,0,18,0,0,0,0,0,0,0,0,0,44,0,13,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0
1101100111,0,0,0,0,0,0,33,0,0,0,0,0,11,59,15,8,63,85,0,0,0,0,9,0,5,11,12,6,12,83,14,0,0,0,0,0,30,0,0,0,0,0,13,0,19,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
1101101000,13,0,76,0,37,0,0,0,0,0,0,0,0,20,35,0,86,23,0,14,0,0,0,0,0,0,0,9,0,0,20,0,35,0,0,0,0,0,0,0,15,0,0,0,42,0,0,0,0,33,0,0,0,0,10,0,0,8,13,0,0,11,0,0
1110000000,27,51,32,0,12,10,0,0,16,0,0,0,0,25,14,21,86,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,0,28,0,0,0,0,37,0,0,0,0,0,0,0,0,0,8,0,9,9,0,13,14,22,20,0,0,12,0,0
1110001101,0,0,8,0,25,26,0,0,43,11,0,0,0,41,27,10,43,9,0,0,0,11,0,0,0,0,0,102,0,5,0,0,0,0,0,12,31,0,0,0,0,0,0,0,20,0,0,0,0,0,19,33,0,0,9,0,0,15,0,0,0,0,0,0
1110010001,27,9,0,36,12,20,0,0,6,0,0,0,0,20,10,38,82,0,20,0,17,8,0,0,0,0,0,8,12,67,0,0,0,0,0,10,12,0,0,0,0,10,0,0,0,9,0,0,0,0,18,0,0,15,0,0,0,0,25,9,0,0,0,0
1110011000,0,30,74,0,22,0,0,0,0,0,0,9,0,0,8,38,66,0,9,0,0,17,0,0,0,0,0,10,0,49,0,0,34,0,0,7,0,0,0,0,0,0,0,0,13,0,9,21,0,12,15,0,19,0,0,0,0,13,25,0,0,0,0,0
1110101100,11,0,0,0,6,0,0,0,0,19,0,0,0,19,0,8,87,83,0,0,13,20,0,0,0,0,0,40,13,0,31,0,8,0,0,27,0,5,0,0,0,0,0,0,51,0,0,10,0,13,9,10,0,0,0,9,8,0,0,0,0,0,0,0
1110110111,0,0,0,7,0,0,0,0,0,0,20,0,9,17,0,21,74,101,0,0,24,7,0,0,0,0,15,0,0,72,30,0,0,14,0,0,33,0,15,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
1111000100,40,0,0,0,0,57,0,0,0,0,0,0,50,22,0,16,66,0,0,0,0,0,11,0,0,13,0,0,0,28,0,0,12,0,0,38,20,0,0,0,22,0,0,0,0,0,0,0,0,0,15,7,0,0,8,0,0,38,11,14,0,12,0,0
1111001010,0,52,72,0,0,0,0,0,0,15,0,0,0,0,29,0,93,15,0,0,0,0,0,31,0,0,0,0,0,23,20,10,13,17,0,0,0,0,0,0,9,0,0,0,11,0,0,0,0,23,13,7,0,0,0,0,0,12,0,0,11,0,10,14
1111010000,17,34,12,0,0,44,0,0,0,0,0,0,22,0,0,46,0,0,22,0,0,0,0,0,0,0,0,0,0,64,0,0,33,7,0,12,0,0,0,0,26,15,0,16,0,0,0,0,0,11,26,0,11,12,0,9,13,14,15,13,0,6,0,0
1111010101,18,0,0,0,0,97,0,0,0,0,0,0,29,31,0,8,68,0,22,0,12,15,13,0,0,12,0,0,0,34,10,0,11,0,0,10,32,0,0,0,0,25,0,0,0,0,0,0,0,0,14,12,13,0,0,0,7,0,7,0,0,0,0,0
1111011011,0,7,12,45,10,7,0,0,0,0,0,0,0,0,52,0,21,0,14,9,0,0,0,24,0,0,12,0,0,97,48,0,12,14,0,0,18,0,0,0,0,27,0,0,0,0,0,0,0,0,0,13,11,0,0,0,0,26,0,0,0,0,11,10
1111100000,42,0,21,0,24,9,0,0,0,0,0,0,55,27,0,16,42,0,0,0,0,0,0,0,7,5,0,0,33,16,0,0,0,0,0,0,0,0,0,0,30,0,0,9,19,0,0,0,0,32,23,0,0,0,12,20,13,20,25,0,0,0,0,0
1111101011,0,0,27,0,14,0,0,0,0,0,0,0,0,8,78,0,17,56,0,13,0,0,0,0,6,0,23,10,0,110,20,0,0,0,0,0,0,0,0,0,0,0,18,0,25,0,0,0,0,23,0,12,0,0,0,0,0,23,0,0,8,0,0,9
1111111010,0,16,14,0,0,0,0,0,0,0,0,38,0,6,0,0,0,7,0,22,0,0,0,27,0,0,17,0,0,64,59,0,36,45,0,0,0,0,0,0,0,0,0,17,26,0,13,0,0,52,0,0,0,0,0,16,0,8,0,0,7,0,10,0
