,0001001010,0001011110,0001100010,1100100001,1100100010,1100110101,1111010101,1111011110,1111100001,1111100010
0001001010,236,6,3,0,5,0,0,0,0,0
0001011110,191,46,0,0,4,0,0,9,0,0
0001100010,207,0,33,0,10,0,0,0,0,0
1100100001,108,0,26,91,8,5,0,0,12,0
1100100010,85,0,26,54,80,0,0,0,0,5
1100110101,127,0,0,79,5,27,6,0,6,0
1111010101,119,0,0,0,0,25,81,10,15,0
1111011110,68,34,0,0,52,1,42,14,3,36
1111100001,30,0,56,64,0,0,37,0,58,5
1111100010,48,0,70,19,43,0,20,5,21,24
