,0000100110,0001101001,0010011111,0010100011,0010110001,0010110010,0011001101,0011101010,0011101100,0100000110,0100100001,0101000001,0101000111,0101011111,0101101111,0101110011,0101110100,0110110110,0111000010,0111001000,0111110001,0111110010,1000100100,1001000111,1001010101,1001011000,1001011110,1001110111,1001111101,1010000000,1010000110,1010001010,1010010101,1010100010,1011001111,1011100101,1011110011,1100000000,1100010101,1100101101,1101100001,1101100110,1101101000,1101110010,1110000011,1110010001,1110010100,1110010111,1110011011,1111011110,1111101011
0000100110,210,0,0,5,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
0001101001,65,67,0,0,0,0,5,3,0,0,0,0,7,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0
0010011111,76,0,17,36,0,0,11,5,0,0,0,0,0,9,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,25,0,0,0,0,0,0,0,9,48,0,0
0010100011,92,0,0,83,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,35,0,0,0,0,6,0,0,0,4,0,0
0010110001,71,40,0,48,24,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,9,0,0
0010110010,70,0,0,53,24,62,0,0,0,0,0,0,0,0,0,0,0,5,7,0,5,7,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
0011001101,33,61,0,6,0,0,48,5,5,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,60,0,0,0,0,0,0,0,0,5,0,0
0011101010,44,43,0,31,8,22,0,63,2,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
0011101100,96,22,0,0,0,0,48,42,24,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
0100000110,131,2,0,3,0,0,0,0,0,60,22,0,7,5,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0100100001,92,22,0,11,8,0,0,0,0,0,23,9,0,0,0,0,4,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,5,0,0,0,8,0,0,0,0,0,0
0101000001,45,72,0,7,0,0,0,0,0,11,26,20,17,0,0,0,4,0,6,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,6,0,0,0,5,0,0,0,0,0,0
0101000111,100,12,0,13,0,0,5,0,0,27,3,12,32,14,7,3,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0101011111,24,20,16,0,0,0,13,1,0,4,0,8,34,14,13,3,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,43,0,0,0,0,0,0,0,0,41,0,0
0101101111,62,10,4,0,0,0,9,7,0,0,0,0,27,13,21,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,4,0,0,0,0,0,0,12,0,0
0101110011,76,27,0,5,11,9,0,0,0,0,7,10,9,13,0,19,22,0,0,0,7,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0,0,9,0,0
0101110100,106,28,0,0,0,0,5,0,9,0,14,3,0,4,0,9,35,0,0,4,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0
0110110110,101,0,6,19,0,22,0,0,0,12,0,0,0,8,0,3,27,23,5,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
0111000010,39,28,0,46,0,12,0,23,2,18,0,29,6,2,0,0,0,0,25,4,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0
0111001000,23,60,0,4,0,0,22,39,11,5,16,15,0,0,0,0,0,0,3,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
