,0010110100,0100110100,0101000100,0101101001,1001000100,1010010010,1010100010,1100001111,1100100011
0010110100,60,14,78,0,0,62,32,0,4
0100110100,50,76,24,0,0,17,12,0,71
0101000100,0,42,104,0,3,6,12,0,83
0101101001,0,21,30,17,0,0,43,0,139
1001000100,0,16,98,0,47,8,11,0,70
1010010010,0,0,7,0,0,139,8,0,96
1010100010,0,0,6,0,0,80,71,0,93
1100001111,0,31,6,0,7,42,0,31,133
1100100011,0,4,0,0,0,7,31,5,203
