,0000001101,0000010000,0000011001,0000011100,0000100101,0000101111,0001000011,0001000101,0001010010,0001010100,0001011011,0001100001,0001111010,0010000101,0010001010,0010010110,0010101001,0010110010,0010111000,0010111011,0011001111,0011011100,0011101010,0011110011,0011111101,0100000000,0100010011,0100101010,0101010000,0101011110,0101100010,0101100100,0110001110,0110010000,0110011001,0110100101,0111101011,1000000111,1000010011,1000011111,1000101001,1000101010,1000110101,1001001101,1001011001,1001100100,1001101111,1010000000,1010100001,1010100010,1010101100,1011001000,1011001110,1011010001,1011010110,1011101001,1011111010,1100010010,1100011001,1100101011,1101001001,1101100101,1101101000,1101110111,1110000001,1110010101,1110100100,1110101111,1111000011,1111000101,1111110100,1111111001
0000001101,341,11,9,8,14,31,0,30,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000010000,131,196,10,5,14,8,18,0,11,12,0,0,0,16,0,8,0,13,0,0,0,0,0,0,0,17,0,0,10,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
0000011001,237,84,92,10,0,9,12,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
0000011100,137,148,9,61,8,19,0,0,0,24,0,0,0,23,0,0,0,0,0,0,0,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
0000100101,171,0,0,0,113,125,0,10,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,10,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
0000101111,136,23,13,0,60,199,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,14,0,0,0,13,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001000011,97,24,0,0,12,58,207,7,6,0,14,17,0,0,0,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,13,0,0,0
0001000101,184,0,0,0,53,18,91,33,0,11,0,6,0,11,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,15,0,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
0001010010,18,143,0,0,8,0,141,0,78,13,9,0,11,0,9,8,0,11,0,0,0,0,0,0,0,11,12,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
