,0000011000,0000100100,0000101001,0001001111,0001100001,0001101010,0001110111,0001111100,0010001000,0010010011,0010110100,0010111001,0010111110,0011000010,0011001001,0011100011,0011100100,0011111011,0100000010,0100001000,0100010110,0100011011,0100101100,0100110101,0101000110,0101011001,0101110011,0101111000,0110000000,0110011001,0110011010,0110011100,0110101111,0110110000,0110110110,0110111101,0111010011,0111011101,0111100001,0111100111,0111111010,0111111111,1000000010,1000001001,1000001111,1000010110,1000100001,1000100110,1000110101,1000111100,1001010010,1001011101,1001101111,1001110100,1010000100,1010001110,1010011001,1010011100,1011000011,1011001101,1011100101,1011110000,1011110111,1100011101,1100100111,1100110000,1100111001,1100111110,1101010101,1101011111,1101101011,1110001111,1110100101,1110111010,1111000010,1111001000,1111001110,1111011100,1111100011
0000011000,144,0,8,24,11,0,0,12,7,76,0,0,0,0,0,0,0,0,0,138,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
0000100100,0,108,8,19,90,0,0,12,0,19,15,0,0,0,0,14,13,0,0,88,0,0,30,39,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101001,23,0,130,66,80,0,0,0,19,11,0,12,0,0,0,0,0,0,0,77,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
0001001111,0,0,15,154,27,10,29,0,0,0,0,0,0,27,0,0,0,0,0,103,0,0,19,0,49,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,13,9,0,0,0,0,0,0,0,12,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
0001100001,0,12,48,36,208,0,0,0,12,40,0,0,0,0,0,9,0,0,0,24,0,0,0,38,28,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
0001101010,0,13,6,59,162,70,0,0,0,0,0,0,0,0,0,0,0,0,9,70,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
0001110111,0,14,21,55,63,0,125,0,0,77,0,0,0,0,0,14,0,0,0,11,0,0,14,42,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001111100,19,55,71,0,30,13,18,21,0,15,19,0,0,0,0,0,0,0,0,80,0,0,80,7,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,11,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010001000,62,0,15,20,40,0,0,0,111,14,0,0,0,14,13,0,0,0,0,163,0,0,13,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
0010010011,9,0,0,27,11,0,13,0,14,313,0,13,0,11,0,0,0,0,0,10,0,13,12,14,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,21,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010110100,10,61,22,0,22,0,11,22,0,137,38,0,8,0,0,9,12,0,0,38,0,0,0,18,9,0,0,0,9,0,0,10,0,28,21,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
0010111001,67,0,96,9,45,0,0,0,37,67,6,47,0,0,0,0,0,11,0,0,0,12,24,21,0,0,0,0,0,10,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010111110,10,0,8,15,10,9,25,25,0,84,35,7,18,0,0,23,0,0,0,75,0,0,83,0,0,0,0,0,0,0,6,19,10,0,4,10,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
0011000010,0,0,0,37,54,22,0,0,40,83,0,0,0,82,0,7,0,0,29,22,6,0,7,0,44,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13,0,0
0011001001,45,0,39,41,33,0,0,0,71,16,0,11,0,34,12,0,0,0,0,64,0,0,14,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,13,15,0,0,0,0,0,0,0
0011100011,0,0,11,34,175,9,8,0,9,66,0,0,0,46,0,32,0,17,0,0,0,0,0,0,0,0,6,0,15,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,10,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,10
0011100100,0,84,13,0,106,7,18,12,0,9,30,0,0,28,0,15,13,0,0,36,0,0,7,15,41,0,0,0,12,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,8,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011111011,10,0,39,31,56,11,23,0,0,59,0,54,0,16,0,10,0,0,0,0,0,21,68,0,0,0,5,0,0,0,0,0,0,0,0,0,13,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
0100000010,8,0,0,42,55,0,0,0,15,47,0,0,0,12,0,0,0,0,65,83,30,0,39,10,16,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,16,0,0,0,0,0,0,0
0100001000,42,0,12,19,10,0,0,0,40,11,0,0,0,0,0,0,0,0,27,173,0,0,58,13,19,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,13,0,0,0,0,0,0,0
0100010110,15,15,0,7,0,0,28,0,11,119,0,0,0,0,0,0,0,0,13,100,70,0,56,0,29,0,0,0,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100011011,58,0,17,65,0,0,0,0,0,53,0,0,0,0,0,0,0,0,10,79,45,39,31,28,0,9,0,0,0,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,15,10,0,0,0,0,0,0,0
0100101100,0,62,24,0,11,6,0,22,0,0,0,0,0,0,0,0,0,0,0,172,0,0,119,32,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100110101,0,25,46,0,32,0,13,0,0,26,9,0,0,0,0,0,0,0,0,101,35,0,0,142,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,11,0,0,0,0,0,0
0101000110,0,12,0,48,15,11,21,0,12,0,0,0,0,40,0,0,12,0,35,100,33,0,18,11,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,13,0,0
0101011001,78,0,57,21,0,0,0,0,0,10,0,13,0,7,9,0,0,0,0,101,15,17,18,40,10,0,0,8,0,17,12,0,0,0,0,0,0,17,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,22,0,0,0,0,0,0,0,0
0101110011,0,0,8,9,75,0,76,0,0,36,0,0,0,0,0,10,0,9,0,28,30,20,35,72,0,0,0,8,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0
0101111000,55,15,36,0,62,14,0,22,0,6,0,13,0,0,0,0,0,0,0,39,0,0,72,30,0,18,0,9,0,0,4,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,13,0,0,0,0,21,0,0,0,0,0,0,0,0
0110000000,10,0,0,8,26,0,0,0,84,63,0,0,0,46,0,0,0,0,34,94,0,0,7,23,21,0,0,0,29,0,0,0,0,9,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
0110011001,87,0,10,0,0,0,0,0,53,56,0,29,0,12,14,0,0,0,0,51,0,58,14,16,0,14,0,0,0,0,16,9,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0
0110011010,59,0,0,0,0,0,0,0,5,113,0,0,7,0,0,0,0,0,34,26,26,37,77,0,0,0,0,0,0,14,42,12,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,12,0,0,0,0,0
0110011100,49,0,0,0,0,0,0,9,28,68,22,0,5,0,0,0,0,0,0,167,27,0,13,0,6,0,0,0,0,9,46,16,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0110101111,0,0,36,38,35,14,0,0,0,34,0,0,7,0,0,56,0,0,0,78,0,8,45,14,0,0,0,0,0,0,0,0,14,0,6,16,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,15,29,13,0,0,0,0,0,0
0110110000,25,16,0,0,22,0,0,0,0,116,14,12,0,0,0,0,0,0,0,0,0,0,56,76,0,0,0,14,43,0,0,10,0,41,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
0110110110,0,12,0,0,0,0,40,0,9,76,17,0,23,0,0,38,15,0,0,21,32,0,36,18,0,0,0,0,26,0,15,11,16,48,26,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
