,0000000011,0000001100,0000010001,0000101000,0000101111,0000111110,0001001101,0001011011,0001011100,0001100111,0001111101,0010101100,0010110010,0010110111,0011000111,0011001001,0011001110,0011010001,0011100011,0011110000,0100001101,0100010010,0100110101,0100111010,0101000011,0101001001,0101001010,0101011111,0101101100,0101101111,0101110100,0110000100,0110010001,0110111000,0111001011,0111100010,1000000111,1000010010,1000100100,1000111011,1000111100,1001000001,1001001000,1001001110,1001010101,1001100011,1001100101,1010000000,1010010111,1010011101,1010011110,1010100001,1011011100,1011101110,1011110001,1100000010,1100010100,1100010111,1100011001,1101001100,1101100010,1101111100,1110011010,1110100010,1110101110,1110111101,1111000110,1111010011,1111011111,1111100100,1111101011,1111110111
0000000011,367,30,12,0,0,0,0,0,0,15,0,0,0,0,14,8,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000001100,67,286,0,13,0,12,12,0,12,0,0,4,0,0,0,10,15,0,0,0,24,0,0,0,0,11,0,0,0,0,12,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000010001,219,30,52,8,0,0,0,0,0,8,0,0,10,0,0,14,0,20,0,0,7,0,12,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,29,0,21,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101000,149,144,0,140,0,0,0,0,0,0,0,14,12,0,0,11,0,0,0,0,22,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101111,102,188,0,7,57,33,0,0,0,40,0,0,0,7,0,9,11,0,0,0,0,0,30,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000111110,51,108,0,8,21,131,0,0,10,5,0,0,62,10,0,0,10,0,0,0,0,0,12,7,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001001101,48,161,0,10,8,0,46,9,15,0,25,0,0,0,0,8,0,0,0,0,7,0,14,0,0,39,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0001011011,92,42,11,0,0,40,0,83,0,7,0,0,14,0,0,15,0,10,0,0,0,0,0,0,0,8,44,13,0,12,0,0,0,0,0,0,0,11,0,29,0,20,0,0,0,0,0,0,0,0,0,0,0,0,13,0,12,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
0001011100,0,157,0,6,0,62,25,12,63,25,16,0,0,0,0,15,0,0,0,0,0,0,0,0,0,23,10,0,0,0,19,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,14,15,0,0,0,0,0,0,0,0,0,0,0,0
