,0000000000,0000011010,0000011100,0000101100,0000110100,0000111001,0010110011,0011010011,0011011100,0100010000,0100100011,0101010110,0101110001,0110000111,0110001001,0110100000,0110111000,0110111011,0111001011,0111001110,0111100001,0111100010,0111111001,1000010011,1001001001,1001100000,1001100011,1001110100,1010000111,1010100000,1010111110,1011010010,1011100001,1011101010,1011101101,1011110111,1100001010,1100010001,1100101000,1101001000,1101011011,1110000110,1110101011,1110111100,1111000101,1111100110
0100010000,140,7,5,0,6,7,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0100100011,101,6,0,0,0,0,17,0,0,46,46,0,5,5,0,0,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0
0101010110,73,25,7,0,5,0,0,6,0,81,0,42,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0101110001,76,0,0,0,6,42,0,5,0,47,7,5,16,0,0,0,0,0,0,9,9,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
0110000111,55,0,0,0,0,0,4,15,0,75,16,32,0,19,0,0,5,0,0,0,10,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
0110001001,110,4,0,14,0,24,6,14,0,30,0,0,0,3,1,0,7,0,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,5,0,0,0,0,0,0,0,0
0110100000,119,0,0,21,0,0,0,0,0,29,20,0,0,7,0,27,8,0,0,0,5,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0110111000,39,23,8,24,0,39,0,3,0,39,6,0,0,0,0,8,24,8,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,10,0,0
0110111011,23,26,0,0,0,24,23,11,0,52,19,0,6,0,0,0,23,4,11,3,0,0,4,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,7,0,0,0
0111001011,40,12,0,0,0,0,15,53,0,44,0,13,0,16,10,0,0,6,16,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0111001110,36,16,0,7,0,0,0,25,6,13,0,31,0,13,0,0,22,0,31,23,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,5,0
0111100001,105,0,0,10,0,0,0,5,0,9,11,14,22,2,5,18,0,0,6,0,26,4,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0
0111100010,51,6,0,9,0,0,0,0,0,37,33,9,9,20,0,15,0,0,26,10,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0111111001,18,0,2,7,0,57,3,26,7,23,0,0,22,0,5,0,19,13,12,21,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1000010011,75,43,0,0,0,9,6,4,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,12,0,25,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0
1001001001,99,7,0,22,0,24,0,21,0,10,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,3,4,0,18,0,0,0,0,9,0,0,0,14,0,2,0,0,0,0,6,0
1001100000,146,0,0,28,0,5,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,23,11,3,5,4,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0
1001100011,87,5,0,10,0,0,0,0,0,0,25,0,4,0,0,0,0,0,0,5,3,0,0,10,0,19,35,0,33,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0
1001110100,105,0,28,4,38,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,7,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0
1010000111,46,3,0,0,0,0,0,16,0,62,0,9,0,14,0,0,0,0,0,0,0,0,0,2,0,0,9,0,74,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0
1010100000,124,2,0,31,3,4,0,0,0,3,3,0,0,0,0,22,0,0,0,0,0,0,0,5,0,7,11,0,26,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0
1010111110,13,37,31,8,18,10,0,0,0,5,0,0,0,0,0,0,28,0,0,5,0,0,0,0,0,0,9,0,21,0,9,0,0,29,0,1,2,0,0,0,0,5,0,6,13,0
1011010010,44,37,0,0,0,0,0,46,0,36,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,2,10,0,25,0,0,0,0,20,0,7,0,0,0,0,0,0,0,0,11,0
1011100001,87,0,0,30,0,0,0,0,0,0,0,0,8,0,0,10,0,0,0,0,14,0,2,5,9,9,21,0,8,4,0,0,0,8,6,0,0,0,0,0,0,0,0,0,29,0
1011101010,13,14,0,24,0,7,5,8,0,0,9,0,0,0,0,7,0,0,14,22,0,4,0,0,0,18,8,0,9,7,4,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0
1011101101,24,0,6,41,0,9,0,11,4,0,0,0,0,0,0,0,0,0,0,33,13,0,8,0,4,0,22,0,22,0,0,0,1,8,0,0,0,0,4,0,0,0,0,0,40,0
1011110111,21,0,0,0,0,0,10,29,0,29,0,0,8,0,0,0,0,0,0,16,2,0,0,0,0,21,35,3,23,0,3,5,0,4,0,15,0,0,0,0,0,0,0,0,26,0
1100001010,58,57,0,0,0,0,0,0,0,28,16,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,52,6,6,7,0,0,0,0,0,0
1100010001,82,0,0,0,0,20,0,0,0,67,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,46,10,0,0,0,0,0,10,0
1100101000,75,12,0,45,0,13,0,0,0,9,13,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,24,16,18,4,0,0,0,0,0,0
1101001000,82,7,5,23,0,7,0,0,0,12,0,0,0,0,4,0,0,0,16,0,0,0,0,0,9,0,0,0,0,0,0,0,0,13,0,0,27,19,5,7,0,0,0,0,14,0
1101011011,33,25,0,0,0,11,0,28,0,59,1,6,3,0,0,0,0,5,5,7,0,0,0,0,5,0,5,0,8,0,0,0,0,6,0,0,8,28,0,7,0,0,0,0,0,0
1110000110,55,0,0,0,0,0,0,0,0,41,4,27,0,21,0,6,12,0,0,3,0,0,0,0,0,0,0,0,35,0,0,0,0,9,0,0,12,0,0,0,0,15,0,0,7,3
1110101011,25,0,0,10,0,7,8,0,0,29,43,0,0,5,4,0,5,6,17,6,9,0,0,3,0,0,4,0,19,0,0,0,0,24,0,0,6,0,9,0,0,0,11,0,0,0
1110111100,9,0,44,13,8,14,0,0,0,4,0,0,0,0,0,5,64,0,0,4,0,0,0,0,0,0,0,7,4,0,7,0,0,6,0,0,5,7,19,0,0,15,0,7,8,0
1111000101,53,0,0,0,0,0,0,8,0,15,0,31,0,13,7,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,25,0,0,0,4,0,6,58,0
1111100110,34,0,0,0,0,0,0,0,0,6,20,22,0,18,0,9,15,0,9,22,12,4,0,0,0,5,13,4,22,0,0,0,0,0,0,7,1,0,6,0,0,7,0,0,14,0
