,0000001001,0000001111,0000011000,0000100000,0000111011,0001010101,0001011110,0001100101,0001110001,0001110010,0001111101,0010000110,0010001011,0010010010,0010010101,0010011110,0010101100,0011000111,0011001000,0011001101,0011100010,0100000101,0100010100,0100011011,0100101000,0100101110,0101010010,0101110111,0101111010,0110011000,0110100010,0110111110,0111000101,0111001011,0111011111,0111100110,0111101101,0111110010,1000001000,1000010111,1000011001,1000011010,1000100011,1000100101,1000101010,1000111100,1001000111,1001011011,1001100100,1001101101,1001110011,1010001110,1010010001,1010100000,1010101101,1010110110,1011010010,1011011101,1011101001,1011110001,1100011111,1100100110,1101010111,1110000000,1110010011,1110011100,1110100101,1111011110,1111100010,1111101011,1111101100,1111110110,1111111001
0100011011,57,53,11,21,43,0,0,0,0,0,0,0,30,25,0,0,0,0,0,0,0,23,31,12,0,0,12,0,0,17,0,0,0,10,11,0,0,0,0,0,14,6,89,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,18,0,0,0,0,0,0,0,0
0100101000,24,0,27,190,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,85,15,0,46,29,0,0,0,18,35,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100101110,0,68,0,111,0,0,12,0,0,0,0,20,0,0,0,0,6,0,0,0,0,55,60,0,14,44,0,0,0,0,32,21,0,0,14,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
0101010010,0,0,28,79,0,47,8,0,0,36,0,12,0,26,0,0,0,0,0,0,0,16,104,10,0,0,19,0,10,22,0,0,0,33,0,0,0,8,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101110111,0,18,0,0,60,58,0,16,32,20,9,0,0,0,0,0,0,18,0,0,0,11,36,0,0,12,0,0,0,0,16,0,0,16,16,13,0,0,0,0,0,0,103,0,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0
0101111010,14,0,73,51,39,0,28,0,9,15,0,0,0,0,0,0,0,0,0,0,0,26,38,11,4,33,18,0,31,0,43,0,0,0,0,0,0,6,0,0,0,24,12,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
0110011000,27,0,135,54,0,0,0,0,0,0,0,0,9,28,8,9,0,0,10,0,0,40,50,0,14,0,0,0,0,87,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0
0110100010,0,0,0,127,0,0,0,0,0,0,0,83,10,9,0,0,0,0,0,0,17,0,30,0,9,9,0,0,0,23,88,0,0,12,0,15,0,12,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
0110111110,0,31,0,55,28,0,23,0,0,0,0,33,0,22,15,20,11,0,0,0,0,13,48,0,0,57,0,0,9,26,40,26,0,0,7,10,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0111000101,0,0,0,72,0,39,0,23,11,0,15,48,0,0,10,0,0,42,19,27,0,97,10,0,0,0,0,0,0,13,0,0,22,12,9,0,8,0,0,0,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0111001011,77,0,25,13,16,0,13,0,0,0,0,14,69,0,0,0,0,13,29,11,0,17,0,8,18,0,0,0,0,14,10,0,0,55,50,0,0,0,0,0,0,0,28,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
0111011111,0,37,23,0,74,47,30,0,0,0,51,20,9,0,11,8,0,21,0,17,0,7,0,24,0,9,0,0,0,5,0,0,0,18,56,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
0111100110,0,0,0,52,13,0,16,0,12,15,0,87,0,0,0,0,0,20,0,0,11,37,53,0,0,40,0,0,0,0,23,0,8,6,9,0,14,8,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,15,0,0,13,0
0111101101,0,25,0,80,10,0,14,26,22,0,42,0,0,0,9,0,29,6,11,29,0,32,0,0,23,5,0,0,0,0,0,0,33,17,36,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,9
0111110010,0,0,25,57,17,0,0,0,21,46,0,14,0,20,0,0,0,0,0,0,13,0,50,0,0,11,22,0,34,19,56,0,0,31,0,8,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,20,0
1000001000,32,0,57,146,0,0,5,0,0,0,0,0,14,0,0,0,0,0,7,0,0,40,27,0,9,0,0,0,0,27,13,0,0,0,0,0,0,0,20,0,11,15,0,45,21,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000010111,9,43,0,30,0,40,0,0,0,0,0,31,36,6,14,0,0,0,0,0,0,22,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,55,42,0,0,19,11,0,0,18,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0
1000011001,70,13,63,87,8,26,0,0,17,0,0,0,44,0,11,0,0,0,0,0,0,21,30,19,0,0,0,0,0,14,0,0,0,0,0,0,0,0,7,0,15,13,0,8,0,0,0,13,0,14,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000011010,14,9,52,47,10,0,13,0,0,15,0,0,30,47,0,9,0,0,0,0,0,15,90,8,0,0,12,0,0,0,16,0,0,0,0,0,0,0,23,0,15,30,0,0,26,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000100011,28,7,0,128,14,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,115,14,17,0,13,0,0,16,35,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
1000100101,12,11,0,179,0,0,0,34,0,0,0,14,15,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,76,0,0,14,0,10,10,6,0,0,0,14,0,0,0,0,0,0,16,0,0,0,0,14,0,0,0,0,0,0
1000101010,23,7,12,156,11,0,0,0,0,0,0,0,28,14,0,0,0,0,0,0,0,0,29,0,5,10,0,0,0,0,44,0,0,0,0,0,0,0,33,0,0,33,27,7,35,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
1000111100,8,12,33,115,0,0,27,0,0,0,11,0,0,0,0,0,9,0,0,0,0,20,69,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,7,0,62,0,49,0,0,28,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001000111,0,20,0,17,0,28,12,13,0,0,0,30,63,0,0,0,0,56,0,0,0,26,45,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,68,45,0,0,10,9,0,18,12,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
1001011011,46,36,21,0,69,39,8,0,12,10,0,0,62,0,0,0,0,0,0,0,0,0,0,28,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,21,36,13,0,9,0,7,31,0,7,14,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001100100,0,0,0,120,0,22,31,42,10,8,0,24,0,0,0,0,9,0,0,0,0,29,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,53,17,0,13,0,18,28,13,0,0,14,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
1001101101,31,16,0,103,18,7,25,36,13,0,38,0,0,0,0,0,12,0,0,17,0,9,0,0,10,0,0,0,0,0,0,0,0,0,8,0,10,0,13,0,0,0,0,21,7,0,24,0,19,32,14,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001110011,13,0,0,35,67,16,0,0,23,67,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,13,0,0,0,0,0,7,0,11,103,0,7,0,11,22,0,6,39,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1010001110,0,32,10,35,0,0,50,0,0,0,0,82,12,0,0,25,12,8,0,0,0,0,60,0,0,0,0,0,0,14,0,11,0,0,13,0,0,0,12,0,0,13,0,42,13,18,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010010001,6,0,43,139,0,26,0,0,0,0,0,0,32,21,45,0,0,0,0,0,0,0,2,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,9,11,0,10,59,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,16,0,0,0,16,18,0,0,0,0,0,0,0,0
1010100000,0,0,13,269,0,0,0,0,0,0,0,38,0,0,0,0,6,0,14,0,7,0,0,0,14,0,0,0,0,0,10,0,0,0,0,0,0,0,12,0,0,0,11,44,0,14,0,0,15,10,0,0,11,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
1010101101,32,35,9,125,0,0,0,8,0,0,19,10,21,0,11,0,34,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,7,54,0,13,0,0,0,19,0,26,0,0,13,0,0,0,14,0,0,0,0,0,0,0,12,0,0,0,0,0,0
1010110110,0,15,0,78,13,0,0,0,7,39,0,80,0,22,0,17,0,0,0,0,0,0,85,0,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,13,0,0,34,34,0,22,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
1011010010,0,0,18,45,0,37,7,0,0,19,0,72,7,54,0,0,0,0,14,0,12,0,42,0,0,0,38,0,0,20,0,0,0,25,0,0,0,7,0,0,0,38,0,0,9,0,0,9,0,0,7,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011011101,0,15,57,10,15,74,50,0,12,0,36,0,0,0,18,0,0,33,9,13,0,0,8,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,17,0,0,22,0,0,0,29,0,17,0,0,0,0,11,0,0,0,10,0,0,0,0,0,0,19,0,0,0,0,0,0,12
1011101001,67,0,16,97,6,0,0,7,20,0,16,0,11,0,0,0,11,0,42,13,0,0,0,0,39,0,0,0,0,0,0,0,10,0,0,0,8,0,5,0,0,0,0,0,0,15,0,0,0,41,13,0,0,8,12,0,0,0,0,13,0,0,0,0,0,0,0,0,0,19,0,0,11
1011110001,0,0,26,94,20,36,0,12,94,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,12,16,0,0,0,0,0,0,0,0,22,10,0,11,0,0,0,9,31,0,10,9,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,14
1100011111,8,98,0,21,26,0,14,0,0,0,4,0,16,0,0,13,0,0,0,0,0,33,66,11,0,9,0,0,0,0,0,9,0,0,32,0,0,0,0,19,13,7,26,0,0,10,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,13,0,0,0,0,0,0,0
1100100110,0,13,0,72,0,0,0,0,0,0,0,33,14,0,0,0,0,0,0,0,0,24,141,0,0,24,0,0,0,0,40,18,0,0,0,10,0,0,0,0,0,0,26,27,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,10,0,0,10,0
1101010111,0,9,0,0,10,86,12,0,8,0,18,13,22,0,0,0,0,9,0,0,0,46,66,0,0,0,19,10,0,0,0,0,0,26,10,0,0,0,0,26,0,0,49,0,0,0,12,17,0,0,21,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0
1110000000,0,0,15,118,0,0,0,0,0,0,0,38,15,18,0,0,0,0,44,0,0,36,33,0,11,0,0,0,0,50,11,0,0,8,0,0,0,0,0,0,0,0,19,48,0,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
1110010011,0,0,0,29,11,21,0,0,0,0,0,38,49,40,6,0,0,0,0,0,0,0,31,12,0,0,13,0,0,36,44,0,0,25,12,0,0,0,0,25,0,0,45,0,0,0,0,12,0,0,12,0,12,0,0,0,11,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
1110011100,0,0,11,35,0,0,13,0,0,0,13,0,0,13,26,21,13,0,0,0,0,39,89,0,0,0,0,0,0,58,0,9,0,0,11,0,0,0,0,0,0,0,0,54,0,33,0,0,0,0,0,6,0,0,10,0,0,24,0,0,0,0,0,8,0,0,0,14,0,0,0,0,0
1110100101,0,0,0,107,0,0,0,32,11,0,0,47,0,0,19,0,8,10,0,0,0,57,0,0,0,0,0,0,0,0,23,0,25,0,0,0,18,0,0,0,0,0,8,75,0,0,0,0,0,0,0,14,0,0,22,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0
1111011110,0,15,9,7,13,10,55,0,0,0,11,37,0,10,0,18,0,0,0,0,0,0,49,0,0,37,24,0,8,26,0,15,0,17,34,0,0,0,0,0,0,7,0,11,0,13,0,23,0,0,0,22,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0
1111100010,0,0,0,67,0,0,0,0,0,24,0,59,0,0,0,0,0,9,11,0,6,12,0,0,9,8,10,0,18,9,65,0,9,44,0,9,0,8,0,0,0,0,40,0,14,0,0,0,0,0,14,0,0,11,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,15,0,12,0
1111101011,30,0,0,29,44,0,0,0,0,0,0,0,54,0,0,0,0,14,9,0,0,0,0,0,32,13,0,0,15,0,52,0,18,42,30,0,10,0,0,0,0,0,16,0,0,0,0,21,0,14,10,10,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,17,0,0,0,7
1111101100,0,0,0,33,0,0,31,0,15,0,0,0,0,0,0,0,37,0,9,15,0,66,0,0,49,27,0,0,0,0,9,7,9,0,14,11,18,0,0,0,0,0,0,26,0,28,0,0,28,10,0,26,0,0,0,0,0,0,0,0,0,10,0,0,0,12,0,0,0,0,0,0,10
1111110110,0,0,0,25,39,9,0,0,32,46,0,48,0,0,0,0,0,9,0,0,0,10,57,0,0,34,14,13,12,11,19,13,0,15,0,11,0,14,0,0,0,0,0,0,0,12,0,0,14,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,14,11,0,0,0,0
1111111001,0,0,48,28,45,0,0,0,70,0,36,0,0,0,0,0,0,0,14,0,0,0,14,0,38,0,0,0,12,54,0,0,9,6,0,0,7,0,0,0,21,0,0,0,0,29,0,30,0,0,0,0,0,0,6,0,0,0,8,17,0,0,0,0,0,0,0,0,0,8,0,0,0
