,0000000110,0000001111,0000010011,0001111100,0001111111,0010100101,0010111100,0010111111,0011110111,0011111001,0100001010,0100101001,0100110001,0100110100,0100111010,0101010001,0101100000,0101100111,0110001111,0110010001,0110011000,0111001001,0111111111,1000001110,1000010110,1000111001,1001100101,1010000011,1010000100,1010101011,1010101110,1100100000,1100100011,1100101111,1100110110,1100111000,1101010010,1101111100,1110000101,1110011100,1111001100,1111001111,1111100001,1111110101
0000000110,157,9,4,0,0,6,0,0,0,0,0,0,47,0,0,6,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000001111,40,136,5,4,0,0,6,0,0,0,0,0,42,0,0,0,0,0,5,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
0000010011,23,31,70,4,12,0,0,0,0,0,0,0,72,0,0,8,0,0,0,14,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001111100,30,4,0,101,4,23,9,0,0,0,0,0,5,0,0,64,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0001111111,12,41,18,62,54,0,0,8,10,9,0,0,0,0,0,25,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010100101,10,27,0,10,0,119,0,4,3,0,0,0,46,0,0,6,0,0,0,0,0,0,0,0,0,0,15,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010111100,33,5,0,55,0,34,28,4,0,0,0,0,0,7,0,48,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,14,0,0,0,0
0010111111,13,29,15,35,23,11,31,10,6,6,0,0,0,0,0,40,0,0,8,0,0,0,5,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
0011110111,19,3,31,56,34,22,0,10,11,11,0,0,5,0,0,14,0,0,0,0,0,0,2,0,19,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
0011111001,0,8,0,41,35,2,17,0,10,42,0,0,23,0,0,56,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100001010,82,34,5,0,0,0,0,0,0,0,50,0,29,0,4,26,0,0,0,17,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100101001,5,53,0,9,0,5,0,0,0,6,1,11,71,0,0,44,3,0,0,16,0,0,0,0,0,4,7,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0100110001,19,0,20,21,0,4,0,0,0,0,0,5,110,8,0,34,0,0,0,9,0,0,0,0,0,3,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0100110100,55,0,0,41,0,42,5,0,0,0,0,0,37,7,0,32,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
0100111010,30,12,12,19,13,0,5,0,0,0,39,0,6,2,0,72,0,0,0,0,6,0,0,5,0,0,0,0,0,6,0,0,0,0,0,16,7,0,0,0,0,0,0,0
0101010001,0,0,15,14,6,0,8,0,0,8,0,0,131,0,0,59,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101100000,42,0,0,36,0,25,0,0,0,0,6,3,72,0,0,11,40,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
0101100111,41,40,0,4,10,33,0,0,3,0,5,0,52,0,0,14,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,3,8,3,0,0,0,0,0,0,0,0,0
0110001111,32,78,0,0,0,13,12,6,0,8,3,0,14,0,0,17,0,0,10,25,0,4,0,0,0,0,0,6,0,0,0,0,0,14,0,0,0,0,0,0,0,8,0,0
0110010001,2,0,10,0,5,25,19,0,0,16,0,0,93,0,0,19,0,0,0,43,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0110011000,7,0,0,0,0,7,61,0,0,6,21,0,38,0,0,49,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,7,0,0,0,0
0111001001,0,32,0,0,8,47,22,0,0,39,5,7,47,0,0,9,5,0,7,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
