,0000000110,0000001111,0000010011,0001111100,0001111111,0010100101,0010111100,0010111111,0011110111,0011111001,0100001010,0100101001,0100110001,0100110100,0100111010,0101010001,0101100000,0101100111,0110001111,0110010001,0110011000,0111001001,0111111111,1000001110,1000010110,1000111001,1001100101,1010000011,1010000100,1010101011,1010101110,1100100000,1100100011,1100101111,1100110110,1100111000,1101010010,1101111100,1110000101,1110011100,1111001100,1111001111,1111100001,1111110101
0111111111,5,16,5,53,51,2,4,20,6,33,0,0,0,0,0,16,0,4,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,0,0
1000001110,88,33,0,0,0,4,0,0,0,0,5,0,10,0,0,6,0,0,0,0,0,0,0,70,12,0,0,4,0,0,3,0,0,6,0,0,0,0,0,0,9,0,0,0
1000010110,71,7,30,0,0,3,0,0,0,0,0,0,16,0,0,9,0,0,0,12,0,0,0,29,60,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0
1000111001,0,17,6,29,5,0,6,0,0,16,0,6,34,0,0,54,0,0,0,16,0,0,0,0,0,10,7,6,0,20,0,0,0,0,0,18,0,0,0,0,0,0,0,0
1001100101,5,25,0,24,17,56,0,0,0,0,0,0,31,0,0,0,6,8,0,12,0,0,0,0,0,0,54,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010000011,30,25,21,0,7,17,6,0,0,0,0,0,53,0,0,0,0,0,0,8,0,0,0,4,6,0,0,55,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010000100,51,11,0,0,0,77,7,0,0,0,0,0,37,0,0,0,0,0,0,6,0,0,0,15,3,0,0,4,15,0,3,0,0,0,0,0,0,0,8,8,5,0,0,0
1010101011,13,38,2,0,13,0,6,7,0,8,7,5,5,0,0,23,0,0,0,0,0,0,0,9,0,8,0,38,0,56,11,0,0,1,0,0,0,0,0,0,0,0,0,0
1010101110,49,32,0,0,0,27,6,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,47,5,0,10,4,3,27,23,0,0,5,0,0,0,0,0,0,6,0,0,0
1100100000,50,0,0,9,0,26,0,0,0,0,9,4,78,5,0,12,19,0,0,7,0,0,0,10,0,0,4,0,4,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0
1100100011,44,11,19,0,0,4,0,0,0,0,6,2,51,0,0,10,0,5,0,0,0,0,0,3,0,0,16,24,0,24,0,5,0,11,2,0,0,0,0,0,0,0,13,0
1100101111,4,67,0,18,4,6,0,9,0,0,12,8,10,0,0,0,0,12,5,0,0,0,0,29,0,0,14,0,0,19,7,0,7,7,7,0,0,0,0,0,0,5,0,0
1100110110,53,0,20,5,5,13,0,5,0,0,0,0,7,9,4,25,0,0,0,0,0,0,0,23,32,0,14,0,0,1,13,0,7,3,3,0,3,5,0,0,0,0,0,0
1100111000,11,0,0,16,0,0,0,0,0,0,18,6,19,6,4,70,5,0,0,9,1,0,0,5,0,13,0,0,0,1,0,7,0,0,0,37,6,11,0,5,0,0,0,0
1101010010,41,0,17,19,0,0,0,0,0,0,8,0,31,0,0,48,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,5,21,0,0,0,0,0,0,0
1101111100,0,0,0,71,3,20,0,0,0,5,0,0,0,4,0,45,9,0,0,0,0,0,0,28,6,8,8,0,0,0,0,0,0,0,0,33,5,3,0,1,0,0,0,1
1110000101,13,26,0,0,0,64,7,0,0,0,0,0,59,0,0,12,0,0,5,8,0,0,0,0,5,0,17,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110011100,12,4,0,7,0,26,45,0,0,15,5,0,4,5,0,29,0,0,8,20,6,0,0,13,11,0,0,0,5,0,3,0,0,0,0,23,0,6,0,0,3,0,0,0
1111001100,40,10,0,0,0,53,22,0,0,18,0,0,8,0,0,6,3,0,0,6,0,6,0,16,0,0,4,0,4,0,6,0,0,0,0,10,0,9,0,7,20,2,0,0
1111001111,30,50,0,0,5,22,0,0,0,24,0,0,16,0,0,3,0,0,12,0,0,12,8,0,7,0,9,16,0,10,2,0,0,16,0,0,0,0,0,0,8,0,0,0
1111100001,12,0,0,14,0,33,0,0,0,14,0,8,67,0,0,6,36,0,0,0,0,6,0,0,0,0,19,19,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1111110101,0,0,0,49,10,37,0,6,13,25,0,0,20,5,0,10,0,0,0,0,0,0,9,0,1,7,39,0,0,0,5,0,0,0,0,5,0,4,0,0,0,0,5,0
