,0001100010,0100000111,0100100010,0100101000,0100101011,0101011111,0111110100,0111111011,1000000111,1000101000,1000101101,1001100100,1001100111,1010010100,1101100010,1110010010,1110011101,1110100010,1110101101
0001100010,208,4,17,6,0,0,0,0,2,0,0,3,6,0,4,0,0,0,0
0100000111,105,62,4,0,0,7,0,0,11,0,0,0,0,18,0,0,43,0,0
0100100010,153,2,61,5,6,0,0,0,6,0,0,0,0,4,7,0,0,6,0
0100101000,79,0,47,64,10,0,0,0,0,17,0,0,0,33,0,0,0,0,0
0100101011,63,32,47,51,35,8,0,0,9,0,0,0,0,0,0,0,5,0,0
0101011111,33,46,0,0,6,42,0,3,0,0,0,0,0,37,0,0,83,0,0
0111110100,60,12,7,4,0,0,7,0,0,0,0,16,0,141,0,0,3,0,0
0111111011,64,13,36,16,58,17,0,8,0,0,0,0,0,0,0,0,38,0,0
1000000111,60,28,0,0,0,0,0,0,89,0,0,0,2,35,0,0,36,0,0
1000101000,36,0,11,25,0,0,0,0,82,33,14,0,0,42,0,7,0,0,0
1000101101,21,3,0,29,5,0,0,0,50,19,7,0,0,72,0,0,35,0,9
1001100100,93,0,0,0,0,0,0,0,19,5,1,17,6,109,0,0,0,0,0
1001100111,85,51,4,0,0,0,0,0,59,0,3,4,0,15,0,0,29,0,0
1010010100,29,0,0,0,0,0,0,0,21,0,0,0,0,141,0,51,8,0,0
1101100010,139,4,67,0,8,0,0,0,14,5,0,3,6,0,0,0,0,4,0
1110010010,101,0,22,0,0,0,0,0,13,0,0,0,0,7,0,86,14,7,0
1110011101,16,3,0,0,0,16,0,0,9,0,0,0,0,69,0,41,93,0,3
1110100010,69,0,69,0,11,0,0,0,34,6,0,0,0,5,8,48,0,0,0
1110101101,9,20,0,14,18,10,0,0,38,10,21,0,0,58,0,14,38,0,0
