,0000001110,0000010010,0000100111,0000101011,0001101001,0010000000,0010110000,0010110011,0010111111,0011001010,0011100011,0011110111,0011111010,0100101100,0100110001,0100111011,0101011000,0101111101,0110000010,0110001001,0110110110,0111011111,0111100111,0111101001,1000010000,1000011010,1001001100,1001110000,1001110011,1010001100,1010010100,1010100101,1010101001,1010111100,1011000000,1011000101,1011110101,1100001000,1100001101,1100110010,1100111000,1101011001,1101101001,1101110111,1101111110,1110000011,1110100100,1110101011,1111001000,1111001011,1111010011,1111100000,1111111000,1111111011
0110001001,0,0,22,78,0,41,0,0,0,0,0,0,0,0,11,0,0,0,0,13,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,24,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0110110110,5,21,39,0,0,35,23,11,16,5,3,20,0,0,4,13,0,0,0,0,0,9,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0111011111,14,0,40,2,0,0,0,9,43,44,0,1,0,0,7,8,16,8,0,0,0,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
0111100111,10,0,66,8,0,0,0,5,8,35,26,18,0,0,0,10,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
0111101001,3,0,22,42,21,30,0,6,4,5,7,0,0,0,24,0,5,0,0,12,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,3,0,0,0,16,8,5,0,0,0,0,0
1000010000,0,31,2,4,0,54,4,0,0,0,0,0,0,0,59,0,4,0,0,0,0,0,0,0,58,3,7,6,0,0,2,0,0,0,4,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000011010,26,28,29,15,0,56,0,0,0,9,0,0,0,0,0,6,22,0,0,0,0,0,0,0,33,13,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001001100,24,0,0,4,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,30,10,0,2,0,0,0,0,0,0,0,6,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001110000,0,12,14,13,0,42,7,0,0,0,0,0,0,0,45,0,8,0,0,0,0,0,0,0,33,0,9,38,5,0,0,0,0,0,13,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001110011,0,13,107,17,0,6,6,14,0,9,2,3,0,0,35,4,0,0,0,0,0,0,0,0,7,6,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0
1010001100,45,0,6,5,0,62,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,23,0,0,5,6,15,0,7,0,0,0,11,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010010100,5,5,6,0,0,80,14,0,0,4,0,0,0,0,12,0,0,0,0,0,0,4,0,0,19,0,4,4,0,11,12,25,0,4,8,6,0,7,12,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
1010100101,0,0,60,0,3,21,0,8,0,10,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,7,0,6,12,18,5,3,0,9,1,0,66,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
1010101001,0,0,16,90,13,31,5,8,0,0,0,0,0,0,16,0,0,0,0,15,0,0,0,3,0,0,0,0,0,4,0,22,0,4,0,0,0,4,10,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
1010111100,25,0,0,0,0,46,25,0,23,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,11,0,16,4,0,10,4,20,0,13,0,0,0,0,22,0,2,0,0,0,0,0,15,0,0,0,0,0,0,0
1011000000,0,0,12,10,0,95,0,0,0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45,0,4,10,0,0,7,0,0,0,3,6,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0
1011000101,0,0,16,2,3,29,0,0,7,58,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,4,6,0,0,4,12,0,0,7,7,5,0,69,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
1011110101,0,0,2,0,7,0,0,6,19,16,0,23,0,0,34,0,0,3,0,0,0,0,0,0,0,0,0,31,4,0,17,11,0,19,0,12,0,0,38,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
1100001000,0,0,0,25,0,63,0,0,0,0,0,0,0,5,5,3,14,0,0,6,0,0,0,0,38,0,11,0,0,7,0,0,0,0,0,0,0,36,31,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0
1100001101,0,0,25,12,0,0,0,0,0,0,0,0,0,8,0,2,0,6,0,14,0,0,4,0,6,0,19,0,0,5,0,9,0,0,0,0,0,28,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100110010,0,54,33,0,0,21,24,0,0,0,0,0,0,0,16,43,4,0,0,0,6,0,0,0,14,1,0,6,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,7,0,0,0,0,0,0,0,0,0
1100111000,0,0,0,14,0,36,10,0,0,0,0,0,0,6,29,26,23,0,0,0,0,0,0,0,21,7,9,6,0,0,0,0,0,3,0,0,0,22,11,10,0,0,0,0,5,0,0,0,0,0,0,0,12,0
1101011001,0,0,14,35,0,6,0,0,0,0,0,0,0,0,58,6,33,10,0,2,0,0,0,5,11,12,18,0,0,0,0,0,0,0,0,0,0,8,26,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
1101101001,8,0,41,52,9,10,0,0,0,0,0,0,0,0,16,10,6,1,0,6,0,0,0,12,5,0,4,2,0,0,0,0,0,0,0,0,0,15,33,0,0,6,0,0,0,0,0,8,6,0,0,0,0,0
1101110111,0,5,109,0,0,0,0,5,10,0,0,18,0,0,19,16,0,17,0,0,0,0,3,0,0,0,0,18,5,0,0,0,0,0,0,0,0,0,16,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1101111110,51,9,23,0,0,4,0,0,17,0,0,12,4,7,0,35,12,9,0,0,0,0,0,0,0,0,19,22,0,0,0,0,0,5,0,0,0,0,7,6,3,0,0,5,0,0,0,0,0,0,0,0,0,0
1110000011,0,2,83,10,0,19,0,0,0,22,5,0,0,0,9,9,0,0,9,8,0,0,17,0,13,6,0,0,0,0,0,0,0,0,0,0,0,20,8,0,0,0,0,0,0,0,0,1,0,2,7,0,0,0
1110100100,9,0,7,0,0,45,7,0,0,0,0,0,0,11,0,11,0,0,0,0,2,0,5,0,4,0,0,8,0,13,16,14,0,4,0,0,0,10,49,0,0,0,0,0,0,0,30,0,0,0,0,5,0,0
1110101011,16,0,22,55,0,22,0,16,8,0,6,0,0,0,13,19,0,0,0,10,0,0,21,3,0,8,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,5
1111001000,11,0,0,12,0,63,0,0,0,19,0,0,0,0,0,0,4,0,0,3,0,0,0,9,14,0,28,0,0,7,0,0,0,0,7,0,0,29,7,0,0,7,0,0,0,0,6,0,0,7,0,7,10,0
1111001011,10,0,12,45,0,4,0,0,0,61,1,0,0,0,0,0,0,0,0,4,0,2,13,6,12,14,10,0,0,0,0,0,0,0,0,0,0,5,5,0,0,8,0,0,0,13,0,5,6,0,7,0,0,7
1111010011,0,13,40,0,0,0,9,11,14,53,4,4,0,0,37,0,0,0,0,0,0,5,0,0,3,6,0,0,7,0,0,0,0,0,8,6,0,0,0,0,0,10,0,6,0,4,0,0,0,8,0,0,0,2
1111100000,6,0,21,7,0,34,15,0,0,14,11,0,0,0,8,10,0,0,0,0,0,0,0,8,8,0,0,25,0,0,0,0,0,0,17,0,0,22,7,0,0,0,0,0,0,0,29,0,4,0,0,0,4,0
1111111000,9,0,0,2,6,43,26,0,0,5,0,0,14,0,12,5,8,0,0,0,0,0,0,11,0,0,10,22,0,0,0,0,0,23,6,0,0,15,3,0,2,3,0,0,4,0,8,0,5,0,0,4,0,4
1111111011,4,0,0,16,2,8,7,30,12,13,8,11,9,0,25,20,0,0,0,0,0,8,4,11,0,15,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,9,0,0,5,0,9,4,0,8,0
