,0000001110,0000010010,0000100111,0000101011,0001101001,0010000000,0010110000,0010110011,0010111111,0011001010,0011100011,0011110111,0011111010,0100101100,0100110001,0100111011,0101011000,0101111101,0110000010,0110001001,0110110110,0111011111,0111100111,0111101001,1000010000,1000011010,1001001100,1001110000,1001110011,1010001100,1010010100,1010100101,1010101001,1010111100,1011000000,1011000101,1011110101,1100001000,1100001101,1100110010,1100111000,1101011001,1101101001,1101110111,1101111110,1110000011,1110100100,1110101011,1111001000,1111001011,1111010011,1111100000,1111111000,1111111011
0000001110,83,8,38,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000010010,6,58,36,0,0,89,10,0,0,4,0,0,0,0,13,0,4,0,0,0,0,0,0,0,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000100111,6,6,141,2,0,12,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101011,8,0,123,70,7,23,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001101001,5,0,51,69,10,36,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0010000000,0,11,18,6,0,145,5,0,0,6,0,0,0,0,7,0,0,0,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010110000,0,15,13,0,0,106,42,4,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
0010110011,0,13,75,11,0,15,30,31,7,6,8,4,0,0,39,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010111111,18,0,60,10,0,11,6,29,50,0,0,5,0,0,6,4,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011001010,65,0,7,11,0,94,0,0,0,64,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
0011100011,5,0,91,20,3,12,5,18,0,58,15,6,0,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011110111,0,0,51,0,0,0,8,29,45,37,5,27,0,0,15,0,0,0,0,0,0,0,12,0,0,0,0,7,9,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011111010,36,7,10,7,7,61,27,17,34,23,0,4,7,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100101100,25,0,7,10,0,51,0,0,0,0,0,0,0,9,0,17,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,102,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0
0100110001,0,0,42,15,0,18,5,4,0,0,0,0,0,0,99,15,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100111011,0,0,57,47,0,19,0,20,4,0,0,0,0,0,33,46,20,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101011000,4,7,0,12,0,83,0,0,0,13,0,0,0,4,29,1,48,7,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,6,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
0101111101,0,0,26,3,4,0,0,0,13,0,0,11,0,8,26,25,13,7,0,0,0,0,0,3,0,0,7,3,0,0,0,0,0,9,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0110000010,6,14,27,12,0,103,1,0,0,41,4,0,0,0,0,15,2,0,0,0,0,6,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
