,0000010110,0000111100,0001001101,0001100110,0001101100,0001110010,0001111101,0001111110,0010110110,0100001100,0100011010,0100100110,0100101010,0100110011,0100110101,0101111100,0110001010,0110011111,0110100000,0110110010,0110111001,0111010110,0111101010,0111110000,0111110111,0111111101,0111111110,1000100001,1000100111,1000110010,1001000011,1001000110,1001011010,1001100100,1001110111,1001111011,1001111100,1011100000,1011110001,1100000001,1100001011,1100001101,1100010101,1100100000,1100100101,1100101100,1100110001,1100110111,1100111011,1101100010,1101100111,1101111101,1110010001,1110010111,1110100011,1111100001,1111101100,1111110101,1111111010
0000010110,195,38,0,0,28,0,0,0,13,19,166,18,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000111100,53,241,0,0,70,0,4,19,0,17,60,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001001101,33,100,35,0,90,0,11,0,0,55,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001100110,50,18,0,97,180,11,0,15,9,0,49,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001101100,0,131,14,43,179,0,9,7,0,20,37,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001110010,38,10,0,9,193,76,0,11,5,0,79,7,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,6,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001111101,22,133,24,0,68,0,25,11,0,0,45,0,0,0,32,12,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,13,82,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
0001111110,65,47,0,45,36,9,8,13,12,0,116,15,0,0,0,13,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,13,0,87,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010110110,96,32,0,8,101,8,0,19,24,18,47,30,0,0,0,0,0,16,0,7,0,16,0,0,0,0,8,0,0,12,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100001100,0,95,12,0,53,0,0,0,0,188,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0100011010,36,17,0,0,27,0,0,0,0,87,304,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100100110,51,27,0,67,133,0,0,0,8,45,78,58,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100101010,9,40,0,8,139,0,0,0,0,31,180,20,0,0,0,0,23,0,0,0,0,0,19,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100110011,40,0,0,0,144,35,0,0,0,44,94,34,0,10,13,0,0,0,0,13,0,0,0,0,9,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,11,9,7,0,0,0,0,0,0,0,0,0,0
0100110101,32,86,0,0,111,25,7,0,0,70,0,23,0,9,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,11,0,12,0,7,22,0,0,0,0,0,0,0,0,0,0,0
0101111100,17,138,0,8,95,19,16,10,10,38,26,8,0,0,30,0,0,0,0,0,0,0,8,0,0,8,4,0,0,0,0,0,0,0,22,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,20,0,0
0110001010,0,0,0,0,13,0,0,0,0,103,320,0,8,0,0,0,37,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0110011111,46,21,0,0,0,0,0,0,0,116,154,13,0,0,17,0,12,50,0,0,0,22,0,0,8,0,12,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
0110100000,0,25,0,0,234,0,0,0,0,24,142,22,0,0,0,0,0,0,12,12,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
0110110010,22,7,0,0,133,33,0,0,18,19,113,38,0,25,0,0,10,0,22,0,0,33,0,10,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0110111001,0,84,0,0,43,0,14,0,0,38,186,0,0,10,28,0,13,9,4,0,0,0,21,14,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
0111010110,128,0,0,15,9,9,0,0,37,110,78,11,0,0,0,0,0,11,0,0,0,56,0,0,11,0,15,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0111101010,0,0,0,43,120,13,0,0,0,0,198,7,10,0,0,0,32,0,0,0,0,0,46,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
0111110000,0,22,0,0,195,78,11,0,23,14,40,0,0,0,15,0,0,0,21,10,0,23,22,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0111110111,41,0,0,33,36,17,0,0,35,40,11,33,0,25,9,0,0,14,0,0,0,19,15,12,19,27,8,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0
0111111101,0,71,0,0,32,0,39,0,9,83,22,14,0,0,36,8,0,15,0,0,16,0,22,6,12,18,6,0,0,0,0,0,0,0,40,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,14,4,11,0
0111111110,25,32,0,44,10,10,0,24,26,14,96,33,0,0,0,13,0,17,0,0,0,32,25,0,9,22,12,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
1000100001,11,28,0,0,208,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,37,0,0,0,9,0,0,0,0,0,19,0,0,0,11,4,0,9,0,0,0,0,0,0,0,15,8,0,0,0
1000100111,22,36,0,28,100,0,0,0,0,0,83,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,35,0,0,0,8,71,0,0,0,0,0,0,0,0,0,9,0,0,15,0,0,12,0,0,11,0,0,0,0,0
1000110010,73,28,0,0,148,33,0,0,9,13,88,19,0,20,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,36,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001000011,16,0,6,7,131,8,0,0,0,58,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,16,0,19,0,0,0,0,11,17,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
1001000110,62,11,8,36,76,0,0,0,0,18,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,28,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
1001011010,19,15,0,0,66,14,0,8,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,42,0,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001100100,0,44,0,46,278,9,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,0,35,19,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001110111,55,27,0,33,25,20,10,7,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,10,0,0,0,20,5,7,0,0,24,195,12,0,0,14,0,0,0,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,0,0
1001111011,0,0,0,0,91,27,31,11,0,0,162,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,10,18,11,0,22,0,70,14,0,0,9,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
1001111100,18,144,17,13,98,16,17,25,0,9,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,54,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,0,0
1011100000,0,0,0,11,284,12,0,0,0,48,31,0,0,0,0,0,0,0,5,0,0,0,10,10,0,0,0,17,0,21,0,0,0,27,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
1011110001,17,0,0,0,169,30,6,0,0,45,46,0,0,0,0,0,0,0,0,0,0,0,0,22,11,0,0,11,0,0,12,0,0,11,32,10,0,16,0,0,0,0,0,0,0,0,18,0,0,0,0,0,9,0,0,27,0,8,0
1100000001,23,0,0,0,82,0,0,0,0,100,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,30,13,25,31,14,13,0,6,0,0,0,0,0,16,0,7,8,0,0,0
1100001011,0,0,16,0,29,0,0,0,0,98,212,12,9,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,50,0,15,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
1100001101,0,55,32,0,31,0,0,0,0,135,96,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,41,14,39,12,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1100010101,77,70,0,0,41,0,0,0,0,91,34,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,0,40,33,0,11,0,10,26,0,0,0,0,8,9,0,0,0,0,0
1100100000,0,34,0,0,199,14,0,0,0,49,29,9,13,0,0,0,0,0,16,0,0,0,0,0,0,0,0,12,0,24,0,0,0,0,0,0,0,0,0,26,0,0,9,0,14,9,12,0,0,9,0,0,0,0,13,9,0,0,0
1100100101,0,48,0,0,133,0,0,0,0,36,8,43,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,25,0,0,0,0,0,29,0,29,16,17,0,10,11,25,0,0,5,0,0,0,9,16,0,0,0
1100101100,4,108,0,12,103,0,0,0,0,69,66,16,8,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,15,0,28,0,10,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0
1100110001,17,35,0,0,108,23,6,0,0,11,25,0,0,27,33,0,0,0,8,0,12,0,0,7,0,0,0,10,0,7,0,0,0,0,13,0,0,0,0,23,0,13,26,13,13,0,0,17,15,0,0,0,9,0,12,17,0,0,0
1100110111,38,22,0,0,55,0,0,0,6,10,28,58,0,26,32,0,0,10,0,0,0,0,0,0,17,0,0,0,3,10,0,0,0,0,99,0,0,0,0,0,0,0,9,0,12,0,15,18,9,0,13,0,0,10,0,0,0,0,0
