,0000000010,0000001000,0000001011,0000010000,0000011111,0000100100,0000101101,0001001101,0001001110,0001100110,0001101011,0001110111,0001111010,0010010110,0011011001,0011100001,0100001111,0100010011,0101010101,0110111101,0111010110,0111100011,0111100110,1000001001,1000001010,1000010110,1000011101,1000101000,1001010001,1001010111,1001100001,1010010010,1010111010,1011001101,1011001110,1011110010,1011111110,1100011001,1100100011,1100100101,1100111010,1101010110,1101011010,1101111001,1111000111,1111011101,1111110100
0000000010,191,3,22,4,0,13,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000001000,75,81,4,6,0,57,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000001011,96,6,93,0,5,15,0,0,5,0,3,0,0,0,7,0,10,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000010000,85,38,0,71,0,45,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000011111,24,12,65,0,63,15,7,6,35,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000100100,44,5,0,14,0,164,6,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101101,15,13,31,0,5,102,43,8,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001001101,13,15,30,0,6,76,21,23,5,5,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,0,27,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
0001001110,57,16,32,0,10,31,0,3,59,19,0,0,7,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0
0001100110,59,5,6,0,0,70,0,0,22,57,0,7,15,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001101011,27,22,74,0,0,27,6,0,6,7,41,7,11,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001110111,34,0,7,0,31,41,0,0,0,42,1,36,25,3,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
0001111010,46,53,10,7,0,6,0,0,21,7,24,6,41,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,21,0,0,0,0,0,0
0010010110,62,0,0,23,38,23,0,0,16,5,0,0,0,32,15,0,0,0,0,0,6,0,4,0,0,14,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
0011011001,13,36,26,5,3,21,0,18,0,0,5,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,43,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
0011100001,41,7,0,6,0,85,8,0,0,4,6,6,6,0,34,17,0,0,0,0,0,7,4,0,0,0,5,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100001111,30,3,94,0,32,23,7,11,30,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100010011,80,9,40,10,25,10,0,0,0,0,0,0,3,0,29,0,0,20,9,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
0101010101,7,1,0,31,14,71,0,20,0,7,0,16,0,0,21,0,0,7,26,0,0,0,0,0,0,15,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0110111101,0,35,6,0,12,56,36,10,0,0,0,5,0,0,15,0,15,0,0,14,0,0,3,0,0,0,31,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,5,0
0111010110,28,0,6,28,9,13,0,0,12,25,0,6,0,34,4,0,11,7,4,0,0,0,40,0,0,4,6,0,0,5,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0
0111100011,41,6,30,0,0,18,0,0,0,19,14,2,22,0,16,22,0,2,0,0,0,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,3,0,0
0111100110,15,6,1,8,0,38,0,0,10,51,0,8,0,5,0,0,0,0,0,0,5,9,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000001001,23,31,48,0,0,37,6,11,0,0,0,0,0,0,21,0,5,0,0,0,0,0,0,15,7,0,15,7,3,0,4,0,0,4,0,0,0,5,8,0,0,0,0,0,0,0,0
1000001010,103,49,32,0,0,2,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0
1000010110,73,0,0,18,26,18,0,0,31,11,0,0,0,24,0,0,0,0,0,0,0,0,0,0,6,17,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0
