,0000000010,0000010101,0000011011,0000101101,0000101110,0001001000,0001101111,0001111000,0010001000,0010001110,0010100000,0010100110,0010110111,0011000100,0011010011,0011011010,0011101110,0011110000,0100011100,0100100000,0100100111,0100110110,0101011010,0101100001,0101101010,0110011111,0110101001,0110110001,0111111100,1000101111,1001000110,1001001010,1001010101,1001100000,1001100101,1001101100,1001110011,1010001101,1010100010,1011100001,1011101101,1011111001,1100100110,1100101001,1100111110,1101001100,1101101011,1101111000,1110000100,1110000111,1110010010,1110011000,1110110111,1111000001,1111000010,1111001111,1111100000,1111111111
0000000010,210,0,14,0,0,5,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000010101,81,69,58,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000011011,60,8,112,0,0,19,7,0,8,6,0,0,0,0,17,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101101,47,30,7,28,7,74,10,0,6,0,0,0,0,0,0,0,0,0,5,12,7,0,0,0,0,0,3,0,0,7,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101110,96,0,12,15,43,29,2,0,0,5,0,3,0,0,0,0,5,0,5,10,0,0,0,0,13,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001001000,99,0,2,0,0,98,5,6,12,0,0,0,0,0,0,4,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001101111,23,3,8,39,24,19,99,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001111000,24,4,35,0,4,87,0,35,0,0,0,0,0,0,0,7,0,5,21,9,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0010001000,63,0,6,0,0,106,6,0,32,6,6,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010001110,123,0,7,3,20,27,5,0,14,32,0,2,0,0,0,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010100000,89,0,8,0,0,43,7,0,5,0,39,7,0,0,0,0,0,8,0,17,4,0,0,0,0,0,0,5,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010100110,99,0,0,6,29,7,6,0,0,1,35,34,4,0,0,0,2,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010110111,32,27,30,5,6,0,18,8,0,11,10,33,8,0,21,0,0,0,0,0,2,5,0,0,0,3,0,17,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
0011000100,121,6,0,0,0,26,25,0,0,0,10,5,0,11,0,0,4,0,12,0,7,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
0011010011,45,2,49,0,0,8,63,25,0,0,0,0,0,0,38,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011011010,74,0,38,0,10,46,10,7,0,3,0,0,0,0,15,23,0,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011101110,57,0,0,10,49,39,33,0,0,6,0,12,0,0,0,3,15,0,11,0,0,0,0,0,6,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011110000,54,4,23,0,0,18,19,36,0,0,27,6,0,4,0,7,0,5,8,3,0,0,0,0,0,0,0,6,0,0,0,0,0,14,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0100011100,40,31,9,0,10,34,0,0,5,7,0,0,0,0,0,0,0,0,72,11,7,0,16,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0100100000,73,0,0,0,0,25,0,6,0,0,23,0,0,0,0,0,0,0,0,80,12,0,0,5,0,0,0,11,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100100111,38,5,23,10,7,3,40,0,0,0,4,20,3,0,0,0,0,0,0,30,18,3,0,0,0,0,10,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0
0100110110,72,7,22,0,22,0,9,10,0,0,6,13,8,0,0,0,0,0,7,25,8,7,10,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0
0101011010,50,0,53,0,3,29,2,12,0,0,0,0,0,0,7,23,0,0,5,0,0,0,43,0,10,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101100001,39,5,0,7,0,18,59,26,0,0,0,0,0,0,0,0,0,0,0,50,7,0,0,10,0,0,0,14,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101101010,61,0,23,0,25,36,20,10,0,0,0,0,0,0,0,1,10,0,0,26,0,0,12,0,13,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
