,0000000101,0000001010,0000100100,0000101001,0001011001,0001101010,0001110010,0010000010,0010010101,0010011111,0010110001,0010111101,0010111110,0011001010,0011001101,0011010010,0011011011,0011100010,0011100100,0011101011,0011110011,0011111100,0100000000,0100010101,0100110010,0101001010,0101011100,0110000100,0110011010,0110011100,0110100000,0111010000,0111101000,0111111001,1000000010,1000100000,1000100111,1000101011,1000101100,1001001011,1001011100,1001100011,1001100110,1010000001,1010001000,1010011010,1010011100,1011000000,1011001100,1011100101,1100010001,1100011011,1100101001,1100111110,1101011001,1110010011,1110011111,1111001011,1111100011,1111101001,1111111000
0000000101,204,0,11,66,5,0,0,45,15,0,0,0,0,0,8,0,0,0,0,0,0,0,111,14,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000001010,0,148,0,70,19,9,0,80,0,0,0,0,0,14,0,0,0,0,0,0,0,0,126,0,0,9,0,0,0,0,0,0,0,0,15,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000100100,65,15,104,40,0,0,0,56,0,0,0,0,0,0,0,0,0,0,11,0,0,0,160,0,0,0,0,0,0,9,0,0,16,0,0,10,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101001,96,25,13,163,23,13,0,7,18,0,9,0,9,0,0,0,0,0,0,38,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
0001011001,84,15,0,62,160,0,0,0,39,9,0,0,0,0,8,0,10,0,0,0,0,0,62,0,0,0,12,0,0,14,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
0001101010,0,68,0,80,69,112,11,11,0,0,0,0,22,32,0,0,0,11,0,11,0,0,38,0,0,10,0,0,0,0,0,0,16,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001110010,0,67,0,60,39,34,39,22,0,0,48,0,11,6,0,12,0,13,0,0,11,0,92,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010000010,0,73,0,36,17,0,0,200,0,0,0,0,0,11,0,12,0,9,0,0,0,0,98,0,0,0,0,9,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010101,97,0,9,19,13,0,0,97,98,15,22,13,0,0,13,0,0,0,0,0,0,0,48,17,0,0,0,22,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010011111,40,54,0,41,0,0,0,103,103,54,15,10,49,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
0010110001,11,0,6,70,29,0,0,69,89,0,108,12,0,0,0,0,0,0,0,25,11,0,57,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010111101,93,0,22,31,0,0,0,0,121,41,29,25,31,0,7,0,0,0,0,0,0,9,13,0,0,0,0,10,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010111110,0,124,17,11,0,11,0,96,9,43,13,10,109,8,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011001010,0,67,0,0,102,52,0,53,0,0,0,0,0,40,32,11,13,14,0,7,0,0,55,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0
0011001101,98,0,0,9,54,0,0,41,41,9,0,13,11,0,142,0,0,0,0,10,0,0,31,0,0,0,0,0,0,16,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0011010010,0,52,0,13,53,0,42,88,0,0,5,0,0,45,0,14,5,7,0,0,9,0,77,0,19,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,15,0,0,0,0,25,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
0011011011,0,29,0,28,142,0,0,36,68,37,0,0,15,38,14,25,38,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
