,0000001000,0000001101,0000100111,0001000111,0001010101,0001100010,0001101000,0001101110,0010010101,0011000010,0011001101,0011011001,0011111100,0100101111,0100111101,0101010010,0101101011,0110000011,0110011010,0110100100,0110101010,0111101110,0111110010,0111110101,1000001011,1000010001,1000100010,1000101110,1000111010,1001010110,1001111001,1001111100,1010100100,1010110111,1010111001,1011000101,1011010010,1011101110,1011110000,1100011010,1100011100,1100110111,1101100000,1101101110,1110100010,1110111110,1111001011,1111101000
0000001000,211,5,0,0,0,0,3,0,0,0,0,0,7,0,4,0,0,13,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000001101,106,71,29,2,0,0,0,0,8,0,5,0,3,3,0,7,0,5,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000100111,41,1,94,7,0,40,0,4,4,0,0,0,0,6,0,20,6,8,0,0,0,0,0,0,0,8,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001000111,43,6,53,47,9,42,0,0,0,5,0,0,0,0,0,15,0,6,0,0,0,0,0,0,8,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001010101,59,27,14,29,34,11,0,0,46,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001100010,41,0,8,0,0,129,13,7,0,15,0,0,0,0,0,9,5,7,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0001101000,107,13,0,0,0,46,41,7,8,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
0001101110,44,4,23,9,0,62,21,6,3,20,0,0,0,14,0,0,6,5,0,0,0,5,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0
0010010101,20,31,19,19,19,0,0,0,102,0,5,8,3,0,0,0,0,18,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011000010,42,0,0,9,0,71,11,0,3,41,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0011001101,55,65,16,36,6,0,3,0,0,8,21,4,13,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
0011011001,67,25,0,10,4,0,7,0,40,10,24,44,4,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011111100,29,29,0,5,10,0,41,8,17,25,5,6,25,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
0100101111,14,23,68,14,0,5,0,15,0,0,0,0,0,35,6,50,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
0100111101,9,81,15,5,3,0,0,0,57,0,0,0,0,26,26,8,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
0101010010,27,0,0,7,3,81,0,0,0,17,0,0,0,0,2,68,5,24,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
0101101011,38,13,7,17,0,37,4,8,0,3,0,8,0,9,0,40,26,3,0,0,6,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0
0110000011,51,0,3,4,0,2,0,0,17,23,0,0,0,0,0,52,8,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0110011010,29,0,0,0,0,7,0,0,7,31,0,13,11,5,21,14,9,73,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
0110100100,35,8,20,0,0,8,18,0,11,0,0,0,0,22,9,7,0,58,0,19,0,4,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0
0110101010,32,0,0,0,0,28,9,6,0,6,0,0,0,18,18,19,16,60,15,0,7,7,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0111101110,11,5,11,3,0,42,20,7,0,30,3,0,6,22,0,0,0,34,3,7,9,17,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0
0111110010,0,0,4,0,0,38,10,0,13,39,0,9,0,0,3,27,17,54,0,0,7,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,0,0,0,0,0,0,0,0,0
0111110101,1,24,33,10,32,0,0,0,57,0,7,7,8,0,5,5,0,3,0,27,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1,0,0,0,0,0,0
1000001011,72,8,8,0,0,27,0,0,5,4,0,0,0,0,0,18,0,22,0,0,0,0,0,0,41,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000010001,54,0,0,0,7,0,0,0,61,0,0,3,4,0,0,7,0,10,0,0,0,0,0,0,6,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000100010,44,0,5,0,0,70,0,0,0,0,0,0,0,0,0,12,0,41,0,0,0,0,0,0,3,20,13,7,9,10,0,0,7,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0
1000101110,64,4,10,0,0,21,0,22,0,0,0,0,10,12,0,7,0,1,0,0,0,0,0,0,12,5,12,7,2,0,0,0,42,0,0,0,0,7,0,0,0,0,0,12,0,0,0,0
1000111010,46,0,10,0,0,8,3,7,6,0,0,4,10,5,16,0,27,10,0,0,0,0,0,0,13,35,11,7,8,6,0,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
1001010110,15,0,0,9,16,52,0,5,0,11,0,0,14,0,0,10,0,0,0,0,0,0,0,0,0,45,0,0,0,41,0,0,24,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
1001111001,38,40,0,0,0,0,22,0,17,0,0,16,0,0,3,0,10,0,0,0,0,0,0,0,7,59,0,0,4,7,4,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0
1001111100,10,27,0,0,0,0,44,18,15,17,0,0,31,0,21,0,0,0,0,0,0,0,0,0,0,12,0,3,8,7,5,0,20,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0
1010100100,20,3,9,0,0,5,18,0,21,0,0,0,11,3,0,0,0,60,0,26,0,0,0,0,0,0,12,8,0,0,0,0,36,0,0,0,0,10,4,0,0,0,0,0,4,0,0,0
1010110111,0,0,47,2,0,0,0,0,50,0,0,0,0,0,0,0,10,18,0,0,0,0,0,0,8,30,11,6,0,16,0,0,29,0,3,0,0,0,0,0,0,11,0,0,0,9,0,0
1010111001,35,19,0,0,0,0,8,0,58,0,0,28,0,0,9,0,5,22,0,0,0,0,0,0,6,30,8,0,3,0,11,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1011000101,22,18,21,26,14,8,0,0,13,5,27,0,7,0,0,0,0,36,0,4,0,0,0,0,0,25,0,0,0,15,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011010010,4,0,0,0,0,22,0,0,14,48,0,16,0,0,0,6,0,40,0,0,0,0,6,0,0,29,0,0,6,42,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0
1011101110,11,5,15,9,0,39,14,23,0,14,0,0,12,0,0,0,0,16,0,0,5,20,0,0,0,0,11,15,4,5,0,0,20,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
1011110000,21,0,0,0,0,21,32,0,17,7,0,8,2,0,0,0,0,37,0,0,0,0,4,6,0,27,0,0,4,20,4,0,15,0,0,0,4,0,21,0,0,0,0,0,0,0,0,0
1100011010,16,0,0,0,0,14,0,0,0,11,0,0,0,9,27,25,11,47,11,0,0,0,0,0,22,29,0,0,11,7,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0
1100011100,25,10,0,0,7,0,0,0,7,10,0,0,49,11,28,0,0,37,2,0,0,0,0,0,7,32,0,0,0,0,0,6,6,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0
1100110111,0,0,56,0,8,10,0,0,21,0,0,0,0,13,4,32,14,5,0,0,0,0,0,0,5,35,0,0,0,6,0,0,11,6,0,0,0,0,0,0,7,11,0,0,0,6,0,0
1101100000,61,0,6,0,0,41,23,0,0,0,0,0,0,0,12,4,0,31,0,3,0,0,0,0,0,22,7,0,0,0,0,0,9,0,0,0,0,0,4,0,9,0,8,0,0,0,3,7
1101101110,11,3,2,0,0,46,13,11,0,26,0,0,6,22,0,9,6,5,0,0,4,22,0,0,5,0,0,14,3,3,0,5,13,0,0,0,0,3,0,0,0,0,11,7,0,0,0,0
1110100010,0,0,3,0,0,7,10,0,0,4,0,0,0,0,3,28,5,101,0,6,13,10,9,0,0,10,19,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
1110111110,0,0,0,0,0,0,0,15,0,14,0,0,35,46,13,8,4,42,9,4,7,6,0,0,0,0,0,10,14,3,0,0,1,7,0,0,0,0,0,0,3,0,0,0,9,0,0,0
1111001011,9,0,0,19,0,27,0,0,0,31,24,20,0,0,0,36,5,38,0,0,4,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
1111101000,35,7,0,0,0,10,69,0,0,11,0,0,8,4,10,0,0,41,0,5,7,5,0,0,0,2,0,0,0,0,1,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,14,0
