,0000000011,0000001001,0000001110,0000100010,0000100100,0001000001,0001001000,0001010111,0001011110,0001101111,0010010000,0010010101,0010101010,0010101100,0010110100,0011000011,0011001110,0011011111,0011100100,0011110111,0011111101,0011111110,0100010110,0100011111,0100100001,0100101100,0100110000,0100110011,0101000100,0101010010,0101011001,0101100011,0101100101,0101101000,0101110110,0110010111,0110100010,0110100100,0110101011,0110110110,0111001010,0111011011,0111011101,0111110011,0111110101,0111111000,1000000001,1000000100,1000001000,1000010010,1000011110,1000100000,1000100011,1000101100,1000111010,1001001111,1001010101,1001011001,1001100110,1010000010,1010001111,1010010011,1010011001,1010100110,1010101101,1010111011,1010111100,1011000001,1011001100,1011010010,1011011000,1011011110,1011110110,1011111001,1100001011,1100100101,1100110110,1100111111,1101001010,1101001101,1101010011,1101010110,1101011111,1101110010,1101111110,1110000110,1110010000,1110011101,1110011110,1110101000,1110110101,1110111010,1111001011,1111010101,1111110000,1111111111
0000000011,269,30,14,23,45,21,0,0,0,0,0,0,22,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,10,0,0,19,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
0000001001,146,154,12,0,35,22,25,0,0,0,15,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
0000001110,87,0,186,0,121,0,17,0,19,8,0,0,12,0,0,0,11,0,0,0,0,0,10,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000100010,83,23,41,110,62,13,7,0,0,0,7,0,42,0,13,0,0,0,0,0,0,17,7,0,0,23,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000100100,15,8,8,21,200,11,11,0,0,0,10,5,15,12,28,0,0,0,15,0,0,0,13,0,0,30,12,0,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,21,0,0,0,11,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001000001,85,70,0,0,40,122,22,0,0,0,9,21,0,0,0,12,0,0,0,0,0,0,0,20,15,0,0,0,14,0,10,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
0001001000,34,78,40,0,41,51,129,0,0,0,66,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001010111,77,0,12,17,22,55,0,26,26,20,13,17,0,0,0,0,0,11,0,11,0,0,43,70,0,0,0,15,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001011110,21,0,96,19,52,0,22,10,59,23,30,9,10,0,0,0,8,15,0,0,0,14,20,51,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
