,0001011011,0001011101,0010110011,0110010001,0110011101,0111100101,0111100110,0111101001,1000101001,1000110111,1011100111,1011101000,1011110000,1100001000,1101011000,1101101000,1110010000
0001011011,398,14,30,0,0,0,0,49,0,9,0,0,0,0,0,0,0
0001011101,195,203,10,0,11,0,22,49,0,10,0,0,0,0,0,0,0
0010110011,57,0,168,9,0,0,232,13,0,9,12,0,0,0,0,0,0
0110010001,116,39,62,102,16,30,125,0,0,0,0,0,0,0,0,0,10
0110011101,35,172,44,69,33,23,124,0,0,0,0,0,0,0,0,0,0
0111100101,70,25,8,10,15,126,234,12,0,0,0,0,0,0,0,0,0
0111100110,41,0,7,0,0,46,395,0,0,0,11,0,0,0,0,0,0
0111101001,37,21,13,20,16,74,115,196,0,0,0,8,0,0,0,0,0
1000101001,41,62,0,0,0,0,49,181,73,85,0,9,0,0,0,0,0
1000110111,55,11,125,0,0,0,73,0,0,215,21,0,0,0,0,0,0
1011100111,41,0,0,0,0,11,284,0,0,91,62,11,0,0,0,0,0
1011101000,0,7,0,0,0,8,144,204,6,30,46,20,28,0,0,7,0
1011110000,73,15,35,0,0,42,183,43,0,38,36,14,8,0,0,0,13
1100001000,62,52,0,0,0,0,38,116,63,107,0,0,0,20,12,7,23
1101011000,149,100,0,13,0,0,8,98,22,22,0,0,0,31,9,12,36
1101101000,25,0,0,0,0,21,103,204,29,65,0,5,0,17,22,0,9
1110010000,92,23,15,53,0,6,214,0,0,46,0,0,0,27,0,0,24
