,0000110001,0000111011,0001100011,0010001101,0010010000,0010010110,0010011011,0010101111,0010111101,0011000100,0011001001,0011001110,0011111110,0100110010,0100111001,0101000011,0101010101,0110101010,0110101101,0111000111,0111110001,1000001101,1000110010,1001000000,1001010111,1001011101,1001100010,1001101110,1001111010,1010011010,1011001000,1011110101,1100010110,1100011001,1100100101,1101001000,1101110110,1101111100,1110001000,1110001110,1110011011,1110100010,1110110001,1110110100,1111101000,1111110010,1111111110
0000110001,138,11,0,0,17,11,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0
0000111011,83,34,18,0,0,0,17,0,0,0,0,0,0,0,5,0,23,0,0,0,0,0,5,0,0,0,0,0,0,0,36,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
0001100011,39,9,15,0,0,3,0,0,0,11,0,0,0,0,0,12,8,6,0,0,0,0,0,7,0,0,14,0,0,0,15,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0
0010001101,3,0,0,19,7,19,27,5,7,26,8,14,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,37,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0
0010010000,23,0,0,0,83,24,0,0,0,43,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
0010010110,24,18,0,0,27,44,5,0,0,56,0,38,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0
0010011011,36,21,0,8,32,13,73,0,0,5,0,22,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,17,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0
0010101111,5,8,12,12,0,0,30,15,8,14,0,33,0,0,0,0,0,18,6,0,0,0,0,0,7,0,0,0,0,0,19,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0
0010111101,45,5,0,26,3,17,17,9,0,7,0,9,24,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0
0011000100,0,0,0,5,6,15,0,0,0,136,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0
0011001001,6,0,7,12,16,7,39,0,0,34,8,7,0,0,0,0,16,2,0,0,0,8,0,0,0,0,0,0,0,0,46,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
0011001110,0,0,4,3,6,8,7,0,0,67,0,65,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,21,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0
0011111110,0,35,13,0,5,11,6,0,0,12,0,67,35,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,7
0100110010,35,34,0,0,12,9,0,0,0,0,0,0,0,0,0,0,70,18,0,0,0,0,10,0,0,0,0,0,0,0,0,0,11,0,34,0,5,0,0,0,0,5,0,0,0,7,0
0100111001,59,33,0,0,1,0,0,0,10,0,0,0,5,0,23,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,7,22,0,0,0,0,0,0,0,4,0,0,0,0
0101000011,11,0,8,0,0,0,3,0,0,15,0,5,0,0,0,31,121,2,0,4,0,0,0,5,0,0,0,0,0,0,8,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
0101010101,17,5,0,0,0,79,0,0,0,10,0,3,3,0,0,19,90,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
0110101010,0,3,0,0,3,0,11,9,0,12,0,23,0,8,7,0,26,63,0,0,0,0,0,0,0,0,0,0,0,4,35,0,0,0,27,0,0,0,5,3,0,11,0,0,0,0,0
0110101101,7,0,0,23,0,0,19,23,5,6,0,0,5,0,10,0,26,40,12,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,49,0,0,0,0,0,0,0,0,3,0,0,0
0111000111,0,0,0,8,0,17,14,8,0,62,0,45,0,0,0,14,27,24,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0
0111110001,61,22,0,0,27,25,0,0,0,9,0,9,5,0,9,0,14,27,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,6,0,0,0,0,0,5,0,0,8,0
