,0000001010,0000101000,0000101101,0000110111,0001001100,0001010000,0001010111,0001011010,0001100111,0001110011,0001111100,0010010011,0010011001,0010100111,0010101001,0010111010,0011010101,0011011011,0011100001,0011101000,0011111111,0100000100,0100001001,0100010010,0100010101,0100100110,0101010011,0101011101,0101100000,0101100101,0101101110,0101110110,0110000101,0110001010,0110010100,0110010111,0110100010,0110101100,0110110000,0110110011,0110111101,0111000011,0111010110,0111100110,0111111100,1000000111,1000001110,1000010011,1000011111,1000101010,1000110000,1000110110,1001100011,1001101001,1001101110,1001110101,1010001000,1010010000,1010010110,1010100110,1010101100,1010111101,1010111110,1011001110,1011010111,1011100010,1011100101,1011111010,1100000101,1100001011,1100010110,1100101111,1100110010,1100110101,1100111110,1101000001,1101000110,1101010100,1101101000,1101110111,1110000010,1110001001,1110001110,1110010101,1110011100,1110100101,1110101011,1110111010,1111000100,1111011010,1111110011
0000001010,395,8,0,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,7,0,0,13,0,0,17,0,0,0,0,0,0,0,0,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101000,166,137,39,0,8,0,0,0,0,0,16,9,0,0,12,0,0,0,0,14,0,55,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000101101,93,71,147,0,0,0,0,0,0,0,0,14,0,0,10,0,8,0,0,0,0,46,9,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000110111,102,0,53,59,0,12,12,0,7,11,0,72,0,11,0,0,17,0,0,0,10,7,0,0,11,21,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,13,0,8,30,0,13,9,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001001100,102,31,11,0,82,25,0,0,0,0,15,0,0,0,0,0,61,14,0,0,0,99,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
0001010000,103,0,15,0,49,78,0,12,0,0,25,84,0,0,0,0,13,0,0,0,0,41,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001010111,97,0,17,36,0,69,24,0,11,10,0,60,0,11,0,0,33,0,0,0,0,10,0,0,13,0,21,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001011010,270,0,0,0,36,52,13,31,0,9,18,13,0,0,0,0,0,10,0,0,0,11,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
0001100111,95,0,102,52,0,27,8,0,40,14,0,0,0,27,0,0,19,0,0,0,9,26,0,0,0,30,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001110011,145,0,29,41,0,18,8,0,11,58,12,63,0,0,0,0,17,0,0,0,0,0,0,0,0,0,23,0,12,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,19,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001111100,59,72,15,0,31,21,0,0,0,0,50,0,0,0,0,0,28,0,0,8,0,43,0,0,0,0,0,0,0,0,26,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,63,0,36,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
0010010011,181,0,0,8,0,0,11,0,0,7,0,167,16,7,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,0,0,9,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010011001,123,39,0,0,25,0,0,0,0,0,0,101,15,0,10,0,25,8,0,14,0,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,12,36,0,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0
0010100111,69,0,59,34,0,0,0,0,36,0,0,10,0,47,16,0,15,0,0,0,28,32,0,0,0,25,0,0,0,0,0,0,0,0,0,0,50,14,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
0010101001,92,72,99,0,11,0,0,0,0,0,0,32,15,0,47,0,0,0,16,33,0,12,12,0,0,0,0,0,0,0,0,0,19,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010111010,191,52,0,0,0,0,0,7,0,14,0,41,0,0,13,0,0,0,0,10,13,9,0,0,0,0,0,0,0,0,0,11,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
0011010101,13,0,8,15,0,34,46,0,0,0,0,85,9,14,0,0,165,0,0,0,0,36,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,33,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011011011,151,0,0,0,31,0,43,25,0,26,0,64,20,0,0,0,14,31,0,12,16,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
0011100001,94,0,121,0,25,0,0,0,12,8,0,45,0,0,35,0,24,0,10,35,0,9,0,0,0,0,0,0,13,0,0,0,17,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011101000,99,106,39,0,85,0,0,0,0,0,28,0,0,0,29,0,0,0,8,45,0,11,0,0,0,0,0,0,17,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,12,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
