,0000000111,0000001000,0000010010,0000011001,0000101100,0000101111,0000110000,0000111010,0001000110,0001001100,0001010100,0001011011,0001011101,0001100001,0001110111,0010000100,0010001101,0010010001,0010010111,0010100011,0010100110,0010110100,0011000000,0011010101,0011010110,0011111111,0100001001,0100001100,0100101110,0101000011,0101010000,0101100010,0101110110,0101111011,0110000000,0110001111,0110011110,0110100111,0110101101,0111000010,0111011101,0111100100,0111101000,0111110000,0111110101,1000000000,1000001011,1000010001,1000011000,1000100001,1000101110,1000110101,1000111011,1001000100,1001000111,1001010010,1001011110,1010011011,1010011110,1010110001,1010110010,1010110111,1011001100,1011001111,1011010011,1011011001,1011100010,1011110101,1100000110,1100001111,1100010010,1100010111,1100011100,1100110000,1100111010,1101001000,1101010011,1101100101,1101100110,1101111101,1110000011,1110001010,1110001100,1110100001,1110101110,1110110110,1110111101,1111001001,1111010000,1111011010,1111101100,1111111111
0000000111,174,0,82,0,5,34,0,0,73,0,0,0,0,0,0,29,0,0,13,0,11,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000001000,0,141,139,14,19,0,0,0,34,8,0,0,0,0,0,20,15,0,0,0,0,0,30,0,0,0,11,13,0,11,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,23,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000010010,15,13,323,9,0,0,18,29,9,0,0,0,0,0,11,0,0,12,0,0,0,0,0,0,5,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000011001,29,50,91,83,57,0,17,17,10,0,0,11,6,0,0,0,0,21,0,0,0,0,26,0,0,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
0000101100,0,87,61,0,143,10,16,0,52,11,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,18,9,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
0000101111,134,11,77,0,74,147,0,10,14,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000110000,0,71,141,12,13,0,75,24,22,0,0,0,0,0,15,11,0,14,0,0,0,8,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,8,0,0,19,0,0,0,11,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000111010,0,43,187,20,6,24,28,91,15,0,0,0,0,0,18,0,0,0,0,0,11,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001000110,46,0,76,0,0,0,0,0,189,8,11,0,0,0,0,12,0,0,0,0,9,0,12,0,13,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,16,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
